147 7349
75 19 54
39 104 94
142 18 50
38 85 50
126 45 63
12 61 23
62 69 48
47 39 76
44 24 36
7 14 74
4 18 47
57 121 41
96 86 85
18 35 3
26 73 12
5 110 54
81 66 47
102 47 59
145 18 88
129 82 100
121 126 93
22 59 65
53 110 99
22 94 22
4 9 92
145 87 43
3 27 85
137 125 29
24 2 53
3 106 85
3 139 33
116 123 42
6 51 29
96 60 45
119 35 75
95 70 90
81 49 56
92 58 92
111 60 85
61 125 50
109 79 43
77 5 1
147 123 34
137 90 48
40 82 62
30 72 91
105 139 8
42 126 18
49 50 73
107 94 34
39 74 39
5 36 94
129 23 4
124 40 40
46 67 82
3 140 96
78 120 69
113 9 9
134 31 59
126 17 84
133 113 67
130 115 4
115 68 92
90 109 19
17 105 90
54 113 16
135 138 44
130 87 63
134 93 11
12 37 18
43 42 4
146 98 80
98 78 86
102 62 46
8 115 74
125 132 16
101 121 20
56 59 77
114 103 38
6 119 51
114 1 27
23 13 66
124 10 2
100 74 1
3 65 56
8 111 76
76 91 3
15 104 2
81 78 86
137 48 13
141 93 13
49 33 95
101 14 15
47 134 5
4 141 75
32 55 86
95 128 40
18 61 61
79 35 68
86 130 42
23 2 65
81 87 27
35 21 2
108 127 59
68 78 27
21 32 37
23 73 66
48 74 85
64 122 21
119 38 65
100 136 10
105 95 31
110 107 57
116 29 72
106 138 52
65 109 55
86 49 66
120 130 65
86 90 67
129 135 45
102 121 63
142 36 51
20 136 46
1 78 71
44 96 88
86 141 5
50 3 67
51 146 83
116 109 78
47 17 89
1 32 76
90 62 67
135 127 15
93 134 52
54 5 17
98 135 70
3 139 88
94 87 1
10 132 14
46 146 3
3 37 40
105 132 47
25 73 49
146 96 100
52 129 32
138 27 10
123 109 20
135 143 80
139 67 26
78 88 78
114 59 61
108 80 94
135 59 86
130 9 64
46 109 13
69 29 70
55 72 51
126 42 75
116 51 86
115 94 79
58 78 92
66 93 67
72 69 59
100 131 42
61 9 51
147 49 32
17 52 13
56 119 49
20 44 69
57 53 72
81 137 8
113 9 64
87 103 29
40 23 45
21 114 14
26 40 37
65 62 90
68 35 46
8 46 16
2 30 23
99 76 35
58 101 89
111 1 44
103 75 40
76 61 58
119 106 36
94 8 84
47 145 98
98 127 33
11 63 55
13 101 98
18 68 35
111 89 49
78 2 37
31 98 13
76 34 76
16 143 73
87 53 46
112 38 57
108 130 62
5 139 88
97 8 85
94 70 36
16 78 65
44 13 75
12 71 84
26 63 10
42 95 52
28 114 90
39 18 16
108 92 12
107 90 63
61 52 100
27 103 28
138 133 98
37 93 88
2 27 20
138 108 41
77 64 62
1 73 48
96 46 15
93 3 55
79 57 16
22 106 21
134 97 39
131 21 26
123 128 75
34 85 3
88 130 80
76 93 93
57 79 46
136 82 31
17 16 48
92 97 73
92 14 75
62 25 64
22 119 81
74 38 21
144 3 78
4 16 97
47 82 17
35 34 22
129 116 100
79 108 75
128 101 88
138 24 60
83 127 29
26 79 71
121 19 90
67 72 90
127 102 84
83 142 14
9 102 51
50 116 12
35 9 86
52 99 100
66 147 8
144 102 97
7 50 96
106 14 67
105 92 43
66 108 16
34 6 73
114 129 67
5 128 22
32 100 7
52 9 62
4 6 65
99 127 15
4 124 57
106 125 19
65 36 8
33 19 79
13 8 13
145 10 40
44 49 57
126 3 30
52 78 54
143 52 43
76 106 58
48 129 51
71 97 37
136 88 37
27 106 42
59 33 34
114 75 73
31 15 57
118 122 89
20 106 76
21 1 84
103 73 49
86 128 93
38 65 82
57 51 67
1 107 48
15 67 72
13 147 40
104 84 60
53 132 91
42 79 42
77 141 82
46 127 47
37 15 89
120 85 69
128 35 2
35 33 1
129 36 15
143 32 60
38 102 98
27 115 80
17 146 79
67 128 51
75 89 49
124 81 5
119 73 48
97 105 86
123 82 1
109 40 25
112 131 60
86 7 58
43 16 87
92 102 1
25 69 91
126 6 44
48 135 97
51 29 76
73 81 93
43 92 82
91 4 78
83 48 71
142 41 91
125 143 18
59 13 64
57 119 52
136 84 11
124 141 69
134 97 94
25 115 99
89 107 95
20 83 37
117 94 28
16 91 48
115 122 9
25 82 43
59 138 72
52 44 98
136 112 86
51 21 90
120 77 32
144 114 85
11 136 38
38 31 5
4 117 96
121 27 36
48 44 49
91 139 77
14 83 28
129 42 98
1 98 65
45 92 65
79 66 25
64 33 48
117 55 49
139 128 8
103 53 28
113 9 53
4 27 58
58 106 72
134 64 51
131 32 81
46 60 86
25 117 13
13 18 76
24 64 62
115 15 17
129 104 50
113 36 48
101 73 10
124 61 35
115 107 20
121 24 7
60 130 53
23 141 90
44 139 42
78 118 80
33 125 8
1 119 100
54 60 89
17 22 28
48 52 7
130 131 5
147 120 35
26 61 98
8 20 2
110 126 17
126 39 21
71 15 36
143 4 40
96 137 52
64 113 3
79 109 98
99 13 38
46 138 32
127 108 37
90 130 27
68 143 52
42 127 30
32 116 32
24 45 75
142 79 75
62 56 87
22 90 53
105 27 79
45 102 82
82 131 94
38 139 35
129 87 72
61 133 78
46 27 56
56 68 75
131 116 47
80 77 66
61 25 23
27 45 76
119 115 63
49 100 98
60 65 34
99 13 51
55 96 5
22 37 55
133 91 68
43 37 80
81 36 38
49 33 44
135 79 5
19 120 65
135 72 2
89 34 39
31 103 79
61 105 29
3 100 83
28 5 41
76 26 92
40 84 29
84 89 19
60 122 29
138 32 48
10 88 15
136 119 23
121 27 78
47 119 73
76 111 28
68 114 20
73 85 95
30 105 17
60 17 97
131 46 21
88 67 26
38 78 51
25 76 54
128 113 87
144 7 78
13 9 69
132 135 16
36 17 47
24 55 92
9 136 38
18 49 26
135 27 70
140 83 24
67 118 23
47 144 79
93 140 45
36 3 4
79 57 31
82 118 63
18 22 14
25 22 60
90 46 8
18 146 80
129 7 51
108 31 30
87 75 11
33 35 49
118 6 11
73 136 46
79 75 21
58 16 89
124 145 84
62 108 77
144 141 27
46 125 14
30 93 33
54 123 79
9 97 59
60 105 51
72 67 6
69 52 3
94 103 15
29 65 27
53 61 79
138 5 62
7 36 55
51 106 57
78 125 67
91 145 81
123 16 91
71 2 31
111 112 77
101 1 54
73 78 81
41 31 74
62 26 21
124 8 55
84 16 1
126 60 14
23 41 35
97 59 10
108 35 98
141 105 1
79 68 31
144 99 43
38 86 22
24 84 1
64 98 73
114 84 16
94 3 90
24 22 25
113 119 6
40 76 5
99 27 28
84 41 71
131 112 91
107 35 50
80 31 69
129 82 12
97 105 75
96 1 74
142 44 28
95 140 41
133 24 12
94 7 37
75 24 94
28 5 83
128 86 50
144 73 3
126 32 86
78 71 49
24 70 15
31 24 13
132 88 64
90 137 98
50 11 44
67 15 55
126 108 44
95 20 60
95 61 98
68 80 64
26 46 100
35 67 1
49 46 38
128 132 58
75 86 46
52 137 73
43 15 9
2 138 53
131 37 51
47 46 17
65 7 35
83 139 70
81 124 34
130 33 49
97 100 94
17 111 100
22 133 60
59 138 61
101 86 100
18 125 63
72 58 23
36 119 29
63 66 62
89 24 99
3 37 31
132 50 27
71 130 16
21 115 52
39 128 79
51 109 84
123 14 3
105 7 43
76 99 86
80 83 46
84 146 32
100 75 17
1 48 88
100 20 81
44 47 92
144 130 95
119 82 88
86 18 60
29 123 47
77 103 60
121 126 44
87 8 76
69 22 58
45 71 8
84 118 91
63 142 70
61 102 4
135 145 9
41 99 58
121 61 36
123 119 32
9 35 54
16 33 58
37 88 56
63 51 73
95 35 84
121 98 39
139 68 80
31 129 95
53 88 8
147 56 39
143 30 82
131 27 89
58 126 29
61 41 7
66 87 27
58 87 37
124 75 56
18 8 39
69 117 15
128 43 45
63 134 84
19 102 51
92 43 41
132 7 33
2 116 94
71 106 35
109 50 57
40 34 63
144 25 41
6 115 99
58 75 40
124 137 45
145 17 5
80 138 65
24 73 18
132 12 3
12 25 23
60 91 76
8 63 81
60 85 2
140 127 3
8 16 6
15 23 59
44 13 66
61 43 29
122 2 92
59 49 48
29 34 85
37 50 19
92 11 65
50 51 50
93 61 38
48 13 30
145 65 22
85 25 75
44 145 77
118 42 28
124 44 59
22 102 65
7 65 19
112 54 5
16 20 91
57 101 79
59 30 48
54 22 54
35 79 66
87 83 50
86 127 32
65 49 87
105 88 74
6 133 21
143 136 66
30 115 51
35 97 56
128 16 22
78 27 47
50 126 62
93 118 33
106 61 36
128 37 81
78 122 55
135 90 58
16 98 24
43 22 80
6 45 29
142 87 35
18 53 13
98 114 57
18 74 72
77 34 39
73 48 94
42 117 57
34 13 10
105 9 23
128 141 30
143 117 66
18 7 18
17 30 58
96 71 76
40 79 37
62 30 62
16 47 35
2 45 14
7 27 19
110 23 14
137 102 38
47 114 81
108 52 78
72 99 92
39 73 90
104 138 96
29 54 2
110 120 68
95 42 21
122 40 63
118 138 48
2 94 27
86 43 64
69 16 69
125 87 48
38 43 72
71 60 25
108 101 91
144 113 75
121 10 45
90 45 14
5 133 20
46 74 78
118 85 77
39 93 45
140 97 45
59 36 94
130 147 57
135 73 80
115 73 79
15 103 40
42 44 63
99 76 81
12 46 3
120 48 44
49 77 61
25 84 14
126 106 11
18 64 26
30 12 83
57 70 71
69 117 70
28 94 60
119 97 33
115 77 26
18 117 37
126 2 75
126 21 88
50 41 84
114 94 90
47 69 41
70 81 70
68 41 4
99 136 81
38 130 30
89 25 58
1 95 42
7 91 6
71 66 31
8 67 26
92 66 56
146 51 82
137 12 53
9 147 16
14 73 39
67 50 1
41 31 89
107 119 46
75 112 51
69 47 24
36 7 87
34 68 42
58 93 41
139 44 33
140 94 2
2 113 93
137 142 18
84 17 66
39 53 56
12 9 83
90 58 36
92 130 54
41 77 33
2 48 4
50 29 100
91 129 64
29 147 30
112 124 11
15 145 9
32 46 87
1 49 60
131 86 53
52 60 84
146 57 31
87 131 1
95 3 14
81 13 84
38 34 52
30 22 63
74 126 59
124 39 12
130 63 38
109 21 16
61 45 35
67 70 50
129 144 87
44 72 17
29 52 35
52 72 30
30 73 1
132 113 72
92 28 19
130 132 30
3 90 68
93 23 93
65 14 53
48 83 32
1 105 59
140 133 77
126 26 3
66 32 67
52 145 33
129 58 33
138 36 52
63 8 15
144 132 22
63 93 59
44 35 84
37 14 96
56 131 39
36 77 91
33 12 1
130 92 55
40 63 97
9 120 6
124 45 82
124 131 85
109 72 51
70 84 60
57 144 62
12 54 57
25 73 55
65 126 68
128 62 47
54 136 75
87 19 28
111 15 80
8 46 9
132 89 91
99 104 90
119 2 80
45 17 16
31 1 97
137 46 2
64 104 53
40 111 43
76 101 2
146 58 56
37 76 61
93 108 18
8 76 9
27 23 66
72 129 52
129 143 66
81 139 23
141 82 74
18 68 28
87 123 98
49 109 17
11 142 48
26 16 36
126 16 41
57 44 86
99 122 93
19 132 53
75 24 30
100 28 54
136 60 10
136 18 13
99 86 32
112 129 60
57 39 92
54 57 37
110 15 45
140 29 49
127 24 47
69 132 15
54 18 45
97 12 89
82 94 31
34 12 57
145 65 24
88 54 65
40 50 22
52 84 82
80 14 14
133 22 80
72 56 21
46 52 53
76 81 19
21 111 85
70 44 47
106 117 41
55 105 58
51 128 20
125 92 18
65 14 95
88 123 57
84 130 11
50 12 43
47 27 61
55 135 85
111 11 54
124 23 15
36 22 32
107 97 72
144 5 23
43 64 79
44 26 77
88 107 89
87 131 69
45 111 40
79 11 14
12 93 91
50 137 51
125 117 24
141 46 96
118 90 60
40 19 25
45 87 33
137 118 92
116 76 70
6 42 83
78 142 12
137 109 43
117 87 47
70 147 50
29 86 64
3 62 37
34 30 73
36 82 32
140 116 84
56 124 91
88 85 20
138 105 99
145 1 92
112 30 26
53 77 14
1 136 86
57 104 58
102 28 67
118 27 74
64 61 61
65 92 17
120 113 27
35 8 96
58 115 72
1 81 12
12 132 45
125 98 37
14 103 42
114 69 22
101 121 2
35 45 99
42 17 83
101 5 56
65 131 66
71 110 90
54 78 17
101 8 61
88 143 95
75 55 95
40 37 4
24 142 54
131 29 84
54 110 90
146 120 63
85 90 19
48 80 20
9 78 26
98 72 37
22 74 47
58 107 86
37 112 15
33 64 70
146 71 63
69 41 90
133 121 57
7 33 3
25 120 73
93 98 14
77 85 35
19 99 52
81 34 11
45 37 12
6 108 8
94 88 30
117 57 5
26 113 37
75 3 39
72 54 67
56 123 70
117 69 15
57 112 29
129 117 10
54 1 52
92 12 64
46 1 62
138 43 24
143 55 50
19 112 4
129 89 32
73 42 94
3 61 29
39 60 74
35 129 65
105 21 77
123 66 63
109 5 37
88 8 17
29 142 38
126 135 43
101 134 24
31 139 61
139 78 46
8 108 99
59 6 17
96 141 71
44 133 29
26 106 10
23 17 21
45 67 52
47 105 76
38 145 43
108 62 86
70 57 54
53 6 55
51 7 27
123 96 63
72 125 81
77 143 2
75 35 61
56 51 35
65 139 50
80 120 77
110 106 69
75 102 7
77 20 53
131 120 66
24 76 89
30 79 60
73 9 51
82 83 44
30 114 17
147 128 14
31 51 82
35 2 94
28 96 93
1 94 23
83 10 27
90 53 70
57 123 5
25 87 100
80 57 34
131 66 72
12 134 52
56 127 43
104 121 41
14 92 83
20 124 57
82 106 4
146 14 2
115 27 20
90 20 14
71 78 72
65 147 8
119 132 34
101 24 3
135 61 19
42 112 25
98 72 79
28 112 50
77 21 8
9 101 8
45 59 15
51 120 51
113 112 49
72 136 57
32 70 17
67 66 26
6 22 47
10 18 98
28 119 66
104 116 97
69 56 9
69 107 11
30 109 49
72 80 17
140 80 40
108 99 34
69 109 20
10 4 55
65 61 75
99 119 90
103 63 38
83 30 89
101 75 75
65 96 32
57 80 11
85 60 23
48 124 10
59 56 55
26 92 33
102 6 29
115 111 94
122 143 35
25 129 69
80 89 69
116 103 58
102 27 88
35 82 62
142 25 74
142 80 10
70 37 33
86 104 39
1 58 45
43 113 68
57 106 40
57 147 78
138 2 41
82 10 39
136 6 18
76 142 31
145 58 23
17 115 36
49 44 24
124 139 71
44 99 86
144 1 14
117 92 30
89 140 91
115 2 56
61 3 95
45 62 29
77 87 41
137 96 93
100 140 71
11 122 67
33 112 47
25 82 91
44 123 12
142 52 45
107 81 66
49 124 30
11 138 11
91 40 62
64 36 44
51 118 71
78 96 6
103 23 76
55 47 95
99 137 69
18 97 60
49 103 92
50 137 53
9 136 31
136 42 75
142 38 39
11 50 19
100 147 87
46 63 55
59 127 82
134 2 39
83 18 81
11 71 78
99 2 2
142 94 55
103 25 14
91 8 86
95 69 7
34 113 73
128 62 91
123 7 22
55 111 93
18 34 17
11 13 29
7 108 96
47 130 29
60 109 42
51 134 28
13 108 54
2 21 11
37 56 5
113 8 34
133 72 50
40 70 49
95 146 82
30 38 90
142 63 45
96 135 41
136 58 32
50 111 13
128 6 88
128 108 99
28 57 48
5 66 78
131 71 97
1 114 70
108 142 96
77 70 63
1 130 14
36 49 62
83 42 20
94 45 80
71 9 40
112 23 1
116 41 40
2 32 38
132 14 95
72 46 74
102 60 78
62 144 19
92 78 57
147 60 45
90 24 93
34 86 87
105 115 11
141 114 56
12 71 13
126 11 20
63 136 44
78 112 80
100 83 47
50 94 35
14 47 98
119 110 33
146 29 68
2 34 97
65 5 90
140 126 39
42 76 89
121 76 69
137 89 11
96 88 76
67 20 99
18 68 98
38 143 94
136 69 8
26 4 96
12 110 18
145 5 67
29 98 21
11 123 68
51 12 10
102 27 35
108 92 62
30 108 94
56 44 8
123 27 97
141 88 16
138 133 27
146 53 24
24 53 81
86 7 53
80 93 71
90 134 35
22 51 14
21 136 91
43 50 80
104 43 13
25 118 99
37 51 33
101 85 26
5 8 58
92 51 7
27 139 14
15 91 19
125 147 24
100 66 69
93 104 49
141 99 43
60 4 98
138 96 94
77 15 48
31 70 84
71 81 9
61 135 53
112 139 13
128 52 17
54 12 54
98 123 57
72 57 33
76 127 33
141 52 89
5 15 74
57 61 55
13 11 55
140 134 10
88 106 15
14 64 10
22 121 69
61 47 61
19 49 20
73 53 59
59 66 19
42 96 70
22 96 12
105 7 49
75 36 5
114 41 4
139 47 14
63 73 84
56 133 89
28 70 42
85 102 60
60 128 2
61 16 51
132 38 36
1 3 28
145 61 55
71 76 28
123 46 18
42 40 3
37 32 9
45 13 9
123 64 72
57 95 66
127 106 10
27 138 44
25 105 11
21 19 3
104 56 35
126 86 7
113 127 53
50 29 12
81 120 1
19 83 31
85 30 12
90 31 30
122 14 82
115 98 23
122 58 88
30 125 19
108 53 92
8 42 15
118 121 72
95 71 97
93 131 6
89 11 61
40 27 53
115 7 26
85 92 1
133 13 9
70 79 83
9 16 23
47 41 1
73 109 71
106 126 24
97 36 23
100 65 48
125 104 6
57 29 75
13 12 23
69 109 22
3 5 57
34 47 42
129 142 3
117 97 13
46 126 30
140 33 51
52 91 5
42 60 92
22 120 48
134 144 14
27 19 18
57 39 96
1 74 55
96 55 75
52 130 81
73 84 27
99 108 54
61 22 97
145 30 71
26 64 57
108 58 11
12 22 81
76 111 10
119 41 1
71 38 4
21 16 81
95 34 56
60 136 30
3 100 78
77 57 43
112 114 62
22 99 2
20 146 22
33 89 25
64 20 25
81 129 89
144 1 16
109 63 72
141 85 79
86 127 38
77 11 48
19 140 15
69 99 84
107 60 9
41 99 93
24 41 31
117 27 24
100 41 67
49 69 96
97 30 96
118 76 8
38 31 55
21 78 46
105 146 34
26 86 71
128 140 77
72 146 52
27 120 32
53 61 61
106 144 53
147 144 79
50 49 63
8 12 57
72 120 36
54 132 2
98 116 1
63 142 10
53 86 10
49 66 40
132 103 72
128 55 90
83 103 19
78 21 76
125 14 34
9 97 54
9 74 70
62 36 88
98 109 82
21 135 4
40 104 49
39 100 54
131 8 16
111 26 32
13 84 5
94 75 69
43 44 36
28 45 53
111 3 21
48 64 67
53 43 3
16 118 55
73 86 58
61 124 66
116 99 47
131 1 97
59 146 29
86 29 84
143 16 100
16 27 58
71 129 43
115 58 19
26 65 95
125 44 47
12 97 68
107 3 93
119 99 48
47 37 58
91 141 54
57 4 73
27 3 8
145 37 8
93 96 80
66 116 92
33 145 26
19 143 5
5 123 51
33 140 32
60 37 22
40 4 73
8 50 28
3 128 74
43 51 65
12 15 12
144 110 1
82 114 32
104 145 50
36 43 16
54 73 40
13 53 92
121 37 79
87 35 57
121 50 18
81 87 26
50 142 91
37 135 16
40 89 9
59 9 50
60 126 77
69 118 31
25 67 42
54 141 36
78 96 50
66 106 33
72 109 91
20 76 18
44 112 82
44 115 87
117 9 89
37 5 27
63 6 70
13 37 97
138 140 45
83 127 68
7 28 26
113 14 31
112 36 25
95 124 17
109 65 28
77 96 39
51 72 12
116 104 70
9 19 92
82 121 61
39 46 35
5 66 1
94 22 43
123 33 11
129 77 39
142 61 43
131 115 63
50 109 48
122 54 9
48 14 46
132 13 76
78 5 66
79 39 27
45 36 46
129 107 39
21 106 55
44 81 85
26 12 69
60 110 95
14 41 28
22 40 82
39 89 95
143 93 12
95 137 90
143 98 90
121 81 94
21 91 53
33 139 48
92 64 82
113 138 93
79 96 22
37 64 44
77 86 64
118 121 61
93 73 54
85 111 3
13 77 20
47 28 88
16 116 64
35 98 48
98 69 78
5 70 82
104 90 35
73 3 78
95 115 21
53 37 14
58 124 35
62 130 20
52 98 61
129 85 10
119 101 28
105 59 52
128 98 97
82 92 86
132 139 39
91 78 90
142 62 11
32 88 75
53 64 9
3 135 48
31 10 7
54 9 97
35 121 45
95 119 32
82 85 83
54 127 89
118 135 93
78 136 80
130 114 75
82 138 94
85 32 73
4 58 10
10 68 44
50 11 94
48 98 69
8 125 28
129 68 19
30 8 92
47 16 67
97 2 10
134 12 89
111 118 52
123 140 58
6 66 70
36 141 84
100 129 48
116 137 60
63 18 95
118 93 45
48 114 90
50 24 46
121 94 8
134 84 86
16 3 11
108 34 70
130 49 80
115 30 1
146 39 38
128 30 73
144 116 5
128 147 69
3 109 21
119 70 7
24 111 92
131 53 58
143 15 13
141 39 86
121 96 30
1 25 6
45 18 47
58 16 73
99 109 11
8 100 51
55 104 81
118 62 48
78 117 69
74 146 48
58 50 71
96 75 18
40 88 94
86 2 21
16 54 46
78 26 72
11 48 98
124 15 79
104 89 27
147 128 73
42 29 73
132 68 80
29 70 62
87 61 73
29 19 16
143 146 78
83 140 88
132 35 24
139 116 63
97 114 51
84 48 95
36 111 42
35 140 100
99 7 97
94 105 58
112 25 38
31 105 94
110 29 15
67 36 85
28 52 58
68 131 37
37 104 63
42 121 25
29 136 25
67 32 87
32 49 17
35 5 33
82 129 60
106 58 85
50 139 92
2 138 24
68 2 7
25 109 15
120 34 90
121 42 62
84 32 63
67 101 42
58 100 39
9 64 13
73 98 6
32 37 20
8 146 21
19 99 45
87 58 30
34 35 89
78 85 89
24 58 66
138 141 17
102 71 96
129 50 57
34 144 32
117 95 24
114 77 94
59 34 96
38 130 38
125 58 68
56 139 7
117 58 78
13 39 38
109 116 6
84 32 76
30 133 34
91 66 3
5 30 91
121 140 58
21 95 81
14 114 48
37 82 34
23 6 64
97 30 19
7 51 63
90 88 95
139 88 47
74 34 51
62 146 45
74 107 41
135 11 44
78 20 94
140 15 67
27 123 24
144 95 1
71 53 46
72 14 85
19 43 18
63 18 42
39 46 24
74 121 97
30 110 63
19 3 67
101 67 84
88 75 77
77 87 100
70 11 52
119 137 8
15 22 31
81 55 52
27 111 27
111 57 2
138 22 28
81 131 47
12 54 39
56 43 29
143 84 60
32 107 88
83 136 11
45 91 92
58 62 15
98 26 7
31 134 73
15 93 32
147 31 74
32 100 48
136 58 78
139 6 4
74 114 70
137 72 37
21 91 42
31 85 73
50 95 7
34 107 58
94 115 64
53 128 64
132 59 86
34 82 1
93 25 2
69 101 55
66 105 65
58 128 59
125 56 88
31 105 28
96 75 86
74 2 71
116 99 91
140 83 89
90 52 80
65 103 52
134 17 59
97 121 1
59 54 26
146 97 6
137 6 46
83 40 33
136 2 51
79 88 25
57 34 60
83 1 78
72 55 61
106 50 20
57 50 4
132 93 33
119 127 83
61 39 15
57 65 19
66 139 12
131 68 100
97 47 65
98 64 86
110 45 91
39 88 6
73 114 69
20 130 56
97 63 9
82 45 13
84 38 54
102 127 83
130 103 63
86 12 93
108 90 99
97 103 81
101 81 4
71 112 89
83 74 44
75 22 100
110 38 24
100 21 9
51 130 48
45 68 83
87 44 42
93 61 35
129 135 75
71 89 41
94 102 97
97 15 89
58 21 43
37 45 22
141 72 10
78 147 96
11 40 8
134 1 77
50 3 97
9 82 98
2 126 95
32 94 70
84 98 54
19 9 75
100 106 66
127 109 99
131 72 60
92 3 76
35 55 56
79 44 65
113 42 66
54 74 39
60 31 18
61 114 40
84 102 65
116 130 59
99 84 51
73 34 35
43 61 5
54 67 36
70 25 42
146 96 22
42 41 59
21 85 40
54 5 60
42 15 43
97 76 95
67 74 3
89 114 44
58 43 57
112 42 18
144 114 18
43 29 93
58 120 11
22 31 77
68 19 95
51 83 83
128 136 70
23 141 10
31 41 85
29 102 40
44 58 37
65 53 44
128 131 76
145 75 36
83 38 66
102 65 52
11 36 90
14 23 68
146 91 41
13 18 9
63 12 12
117 36 90
11 10 74
23 32 80
137 115 31
102 93 6
144 30 37
114 54 2
119 81 9
52 80 51
120 80 74
92 39 82
2 122 69
96 144 96
11 31 25
2 116 25
136 143 82
100 28 91
68 139 38
36 70 6
21 93 11
88 115 28
98 64 20
42 137 79
106 85 69
51 48 51
132 93 88
34 10 85
117 105 58
85 23 68
32 88 11
10 101 36
141 114 49
103 61 40
32 30 6
2 81 44
1 144 76
89 108 53
114 131 90
95 59 38
61 2 80
53 39 9
88 15 66
12 98 1
67 18 46
14 114 37
111 70 92
101 119 21
14 75 45
133 114 12
126 62 35
131 63 53
54 75 77
5 16 37
145 58 71
70 138 25
59 85 36
1 53 55
91 126 56
128 37 12
31 61 15
140 103 61
65 2 27
11 143 53
108 58 70
94 37 36
26 36 54
40 10 13
22 2 7
138 101 81
44 15 32
104 25 73
30 80 1
79 111 66
72 75 97
20 28 89
98 52 49
76 65 74
20 44 33
101 62 35
19 4 28
25 8 82
5 87 51
52 51 89
91 81 3
139 127 54
73 64 90
120 83 64
120 42 63
95 35 57
68 54 23
13 111 50
100 94 16
136 112 74
80 139 85
54 130 2
32 38 98
39 17 89
29 26 100
102 142 4
91 21 73
19 52 82
24 120 90
128 6 15
14 83 16
16 142 95
92 53 86
104 73 19
144 23 76
127 144 16
111 10 13
84 88 90
108 74 10
113 46 81
17 1 65
52 57 38
90 68 50
108 114 82
24 38 34
60 15 54
119 114 12
27 62 42
134 10 45
66 128 14
52 11 43
76 122 45
115 89 75
5 24 21
41 98 61
14 62 91
10 9 31
118 75 57
100 26 100
114 40 14
5 144 22
19 95 34
136 93 50
101 123 98
43 49 89
105 18 5
120 60 42
101 117 54
71 117 35
111 40 26
123 129 22
92 59 92
107 109 77
34 17 35
63 116 29
53 127 19
69 114 9
49 56 3
3 73 100
115 123 86
65 8 22
33 18 4
137 33 43
83 98 97
46 117 82
25 141 61
16 92 61
5 60 78
43 104 1
113 122 65
88 147 48
62 109 86
123 27 24
41 86 77
131 144 97
