158 4900
73 106 100
94 68 99
135 95 30
37 26 67
75 4 45
11 41 31
87 133 34
62 125 63
150 52 17
54 33 83
137 92 17
145 122 59
132 103 10
13 19 29
50 68 99
137 90 93
44 7 18
100 40 58
110 156 78
22 57 18
45 65 77
56 13 16
84 151 2
60 39 3
72 88 26
100 9 70
146 138 64
89 138 60
19 84 11
100 156 89
22 132 48
147 46 97
88 19 16
147 93 29
40 130 40
24 97 83
149 78 42
52 30 20
44 147 34
10 39 18
16 123 95
121 60 34
92 20 2
132 138 52
45 62 44
144 119 57
77 75 82
104 123 82
63 153 78
125 138 7
101 158 78
111 135 21
143 136 85
51 125 4
149 59 65
158 132 93
150 142 31
17 127 33
61 50 78
112 62 5
144 141 81
55 131 68
158 9 22
28 65 77
99 20 52
13 121 54
134 93 79
10 38 58
148 83 68
31 158 36
105 10 29
14 26 25
30 34 1
119 103 87
108 9 37
28 46 100
33 73 70
70 103 47
79 50 23
50 122 83
35 125 29
7 121 68
130 150 6
89 101 6
127 112 18
50 39 54
109 60 56
51 141 69
109 12 16
122 144 41
115 56 19
20 127 34
132 44 22
129 102 90
2 79 54
78 43 51
27 138 14
87 85 91
23 102 99
38 14 15
84 9 16
98 129 91
42 31 9
28 9 10
19 101 49
139 35 23
123 141 32
3 73 64
148 107 30
120 83 67
103 19 98
72 25 40
109 34 12
98 61 78
147 65 64
109 26 71
57 18 53
19 106 20
157 134 90
116 72 89
24 34 54
77 90 79
107 11 35
43 142 28
115 13 34
35 137 16
146 50 90
13 105 64
152 140 4
63 17 28
100 65 77
3 132 5
35 52 57
153 86 57
132 117 19
72 93 67
151 86 64
141 37 41
89 1 17
97 59 41
9 53 24
154 67 12
92 103 26
142 10 48
3 40 7
6 33 28
85 107 99
33 52 1
63 122 86
62 30 58
73 116 80
14 48 3
52 66 54
23 12 38
139 76 37
28 40 10
61 85 25
24 21 92
20 5 63
156 43 97
61 43 28
152 132 41
126 34 28
71 52 40
29 61 1
55 144 33
52 150 53
38 27 3
59 98 52
87 100 89
158 127 89
127 54 67
66 29 3
151 51 84
105 129 92
66 81 50
118 120 54
19 81 89
131 45 96
19 87 20
79 144 56
77 11 28
69 54 56
126 35 29
140 2 92
133 48 94
150 141 34
11 136 91
80 71 15
45 69 50
68 55 89
125 31 28
132 63 25
98 64 65
69 137 90
75 134 99
142 18 29
146 129 67
128 48 77
128 28 19
133 96 27
94 47 20
133 155 76
79 116 79
6 65 74
32 120 88
112 90 70
19 47 68
51 96 29
87 150 67
27 16 14
29 3 37
158 62 80
76 81 16
20 88 74
101 16 82
138 99 90
122 18 12
28 54 7
117 152 40
27 15 54
86 28 52
44 31 32
102 28 61
44 110 96
60 89 69
4 17 39
48 65 53
60 109 47
122 3 5
107 119 52
97 149 68
67 27 60
104 142 75
126 79 48
25 49 53
103 132 86
21 109 13
22 146 48
16 149 33
89 102 59
21 7 2
123 40 96
50 99 44
32 151 89
58 108 26
65 35 7
122 109 22
109 138 100
105 152 93
130 90 85
51 96 42
112 82 79
52 86 22
138 45 96
40 21 54
40 147 50
158 20 96
44 57 61
155 152 50
54 66 73
48 1 9
112 131 57
95 47 86
146 144 64
43 20 6
84 1 100
42 157 93
156 24 73
73 7 19
47 43 43
94 81 30
9 123 87
34 65 20
120 70 36
22 15 14
157 127 54
19 32 43
22 153 64
133 28 26
38 46 91
19 117 1
99 119 52
114 149 22
124 71 29
87 73 97
84 86 100
113 117 39
20 148 73
18 123 49
81 60 80
65 41 58
41 89 49
95 1 91
79 108 65
15 125 73
118 74 49
114 69 29
82 148 74
8 42 73
86 66 33
77 17 70
158 102 65
104 78 9
1 132 100
35 59 41
25 3 35
98 18 60
76 19 31
26 98 74
13 79 50
65 45 70
1 82 99
100 62 16
18 145 72
145 39 80
12 158 45
137 13 8
127 23 46
112 52 69
48 137 32
11 52 95
21 2 21
92 128 27
145 156 27
158 33 48
86 144 59
101 72 89
55 67 18
29 145 3
86 92 63
129 33 33
154 86 6
12 87 21
150 27 15
99 64 93
108 54 86
26 118 24
117 94 61
67 59 82
49 4 57
66 29 91
126 26 32
93 115 97
66 129 29
46 142 91
134 41 2
123 33 47
129 132 11
139 127 63
130 80 25
2 81 56
102 97 6
45 108 66
84 50 10
153 120 35
97 53 26
37 149 84
76 70 90
110 43 85
134 141 62
102 66 55
122 132 1
131 118 24
66 37 67
114 78 96
27 7 17
61 87 51
75 108 85
95 101 47
78 137 29
126 92 98
116 115 7
56 23 13
57 39 69
99 44 92
115 136 98
25 90 52
36 69 72
65 61 27
92 128 40
128 147 63
31 26 57
5 156 88
130 99 16
10 43 84
13 45 6
1 134 15
114 140 43
155 60 78
126 61 3
57 137 88
145 55 73
80 77 11
72 54 38
158 93 48
92 46 92
26 37 49
86 46 45
136 25 92
107 113 17
19 112 34
139 4 5
150 125 10
40 93 46
63 4 23
8 36 25
139 108 62
73 78 46
13 21 35
74 142 36
129 22 8
73 71 7
9 25 83
71 137 77
7 108 81
106 119 64
68 107 56
147 25 83
42 35 70
122 62 34
4 148 93
33 140 48
25 49 33
123 151 18
144 139 44
20 25 55
18 46 61
91 141 47
123 2 13
33 42 7
40 36 41
40 150 63
120 152 77
34 70 74
106 16 56
103 50 3
89 158 56
95 97 31
34 102 26
157 91 76
105 117 52
85 76 81
5 107 64
151 110 67
58 16 8
144 70 66
128 123 69
77 24 81
48 38 20
83 95 39
44 86 68
105 147 80
65 60 16
110 128 2
98 157 78
46 137 87
144 19 20
131 14 42
90 45 3
13 158 17
63 37 33
98 134 94
28 114 14
7 46 83
27 57 93
107 54 29
90 137 86
77 104 46
31 34 51
40 20 74
7 83 1
48 9 78
90 101 20
92 140 4
8 133 56
138 34 39
44 10 51
54 46 80
88 154 83
35 108 21
14 133 52
17 28 77
52 79 84
135 64 69
67 69 99
151 128 93
71 120 86
75 30 97
110 122 80
33 141 26
10 67 22
38 8 44
45 21 28
137 153 27
21 100 7
133 113 49
82 143 88
63 92 90
75 128 31
139 1 70
153 70 1
30 33 59
108 17 27
144 81 52
2 102 82
10 17 57
117 46 72
9 40 10
141 104 19
74 58 27
88 140 77
130 63 24
55 28 34
60 115 55
21 154 99
106 84 60
45 98 24
112 34 81
128 2 21
23 37 100
148 86 52
71 79 89
11 73 98
90 46 61
108 92 93
39 157 32
137 12 29
8 98 75
66 7 47
40 137 78
122 132 89
29 9 59
57 126 46
78 114 97
129 31 52
127 143 64
66 137 13
46 37 98
53 37 63
17 60 6
45 143 31
144 73 89
88 40 74
37 76 44
119 111 5
130 89 54
105 82 48
57 12 60
150 6 57
65 156 87
129 77 55
128 105 20
124 88 11
100 118 97
93 89 24
71 90 76
91 109 90
62 155 98
17 156 95
122 38 17
145 65 89
111 73 81
82 53 64
21 19 31
110 76 62
77 39 14
59 56 95
78 51 49
149 148 28
87 79 75
137 73 16
120 94 98
46 158 100
17 138 83
158 114 79
42 137 48
106 139 9
112 131 27
81 65 93
135 148 53
103 80 23
37 145 35
99 6 45
97 99 14
29 139 2
7 133 77
77 119 15
8 82 80
52 133 45
107 149 27
86 126 18
22 61 36
15 80 84
97 81 82
63 143 46
40 134 22
89 10 8
44 97 45
47 37 54
79 120 9
100 27 72
131 92 72
60 20 37
64 26 22
149 90 64
1 146 54
1 51 82
129 8 54
117 46 62
115 154 73
58 86 76
86 119 94
108 38 76
16 140 52
75 142 4
83 96 87
131 57 87
77 91 74
17 129 11
41 84 25
151 123 9
8 139 97
56 8 76
27 69 34
82 24 99
50 143 38
21 124 66
141 63 93
1 98 19
38 125 2
31 98 2
49 75 51
125 121 87
122 124 75
43 103 72
92 14 97
54 134 96
55 137 52
42 151 81
55 94 90
138 86 52
125 46 29
87 33 93
8 114 45
7 24 3
50 138 81
82 92 89
85 147 85
52 107 5
102 87 11
50 153 60
95 153 28
80 13 68
3 40 42
58 76 39
14 77 96
45 117 4
18 43 8
8 34 21
154 77 97
105 147 60
23 75 93
111 129 88
4 106 48
144 59 36
51 44 40
37 110 68
96 91 21
133 66 62
53 10 40
124 17 62
158 98 61
117 70 23
21 92 90
19 147 33
37 79 80
86 117 3
37 153 29
132 59 54
87 51 82
43 1 1
150 76 83
22 5 9
112 78 10
124 26 67
57 48 93
133 39 44
71 151 17
99 151 44
78 3 4
101 42 49
129 32 100
115 151 16
142 111 27
94 53 93
34 64 100
22 50 17
77 117 81
107 99 16
58 154 79
66 124 46
64 77 58
35 24 7
146 126 97
83 146 42
138 48 2
137 91 32
51 157 38
82 131 94
89 108 12
30 106 23
33 48 43
13 76 48
59 37 49
29 88 31
137 72 18
57 49 30
9 82 99
115 154 63
84 10 6
148 84 35
36 54 83
127 42 69
84 53 47
105 34 96
11 103 70
38 150 49
38 110 13
4 80 9
29 61 13
11 20 72
111 36 22
112 12 42
73 155 56
22 105 73
26 156 60
34 74 42
85 23 4
60 75 84
5 79 80
91 146 96
2 101 75
67 134 36
10 5 4
15 146 33
13 60 81
125 31 40
146 46 45
29 154 97
41 147 76
152 26 7
96 82 70
99 111 70
136 79 10
146 76 73
105 27 92
39 26 22
143 149 3
113 50 71
38 136 43
91 25 71
56 39 25
76 122 24
106 8 22
23 75 47
44 24 27
114 4 71
47 5 74
72 105 66
102 119 70
57 67 61
51 108 15
27 2 91
86 29 24
126 147 74
127 97 18
92 146 98
32 42 37
147 107 63
30 117 14
60 136 71
139 56 84
41 40 71
139 48 80
35 83 11
83 3 11
49 21 47
46 74 86
75 37 70
43 143 75
47 6 11
39 129 6
38 59 60
60 64 88
57 156 25
136 115 53
88 100 82
1 76 83
57 106 24
43 23 15
133 68 97
131 41 87
138 34 94
123 110 24
152 75 25
22 131 80
109 147 75
150 68 74
61 104 41
82 146 63
17 74 19
22 87 10
71 52 6
21 56 55
47 30 80
31 2 9
47 96 25
68 45 5
112 129 23
4 22 58
139 80 9
32 96 21
41 129 13
51 12 60
96 131 60
29 59 79
38 5 66
100 102 87
30 48 13
112 110 46
7 106 17
75 46 52
151 103 96
132 20 29
108 21 88
67 62 7
46 86 73
78 98 59
6 32 43
96 132 61
23 121 68
4 36 77
65 104 10
147 91 73
27 129 37
149 74 13
80 150 17
80 10 43
121 124 23
153 26 27
28 77 20
43 75 38
131 73 52
100 69 31
124 24 82
118 114 17
12 91 32
84 113 65
79 37 53
59 46 21
30 12 68
73 91 2
65 27 28
6 153 45
82 35 65
154 108 64
117 140 68
19 116 26
14 40 14
157 103 95
141 42 76
144 50 53
63 10 88
12 52 76
150 113 94
68 96 100
66 144 85
67 6 83
18 128 31
87 116 48
147 71 72
62 88 19
44 114 68
108 2 88
91 120 47
111 17 11
104 8 77
10 18 26
15 73 15
127 152 65
112 26 65
66 96 44
80 9 55
98 150 83
96 30 26
142 39 67
141 8 55
16 127 16
10 121 38
129 17 73
37 140 11
48 105 96
33 114 54
31 114 61
97 135 28
3 49 84
52 128 21
37 150 61
44 36 4
49 58 45
151 69 88
41 59 51
88 151 95
94 121 69
13 47 86
24 148 8
55 71 41
154 129 100
4 66 54
113 68 27
148 11 67
17 111 12
141 36 9
140 128 44
98 141 12
16 112 8
105 134 19
37 58 99
123 92 86
107 104 88
85 66 31
150 44 93
7 41 26
73 29 45
130 10 99
1 68 82
137 29 14
3 134 20
3 87 88
123 95 11
115 97 38
133 138 16
23 72 22
120 92 62
58 148 78
143 20 98
129 65 90
116 4 44
80 145 78
75 76 6
97 126 36
33 112 21
111 102 68
152 89 12
26 69 13
157 35 94
157 102 84
59 18 29
62 94 48
3 93 24
87 40 7
17 52 83
42 52 50
12 23 3
51 10 97
132 5 17
61 60 86
100 82 76
157 71 16
137 157 55
38 13 37
107 69 71
53 35 3
64 120 97
106 104 60
105 87 64
138 38 72
72 8 55
69 65 71
50 155 81
86 32 14
2 111 45
22 131 24
63 30 29
74 8 84
149 37 62
86 124 97
59 139 31
139 101 71
150 153 13
7 2 48
55 31 66
75 124 60
6 133 61
143 104 74
111 83 32
95 127 66
84 102 23
59 26 10
126 29 39
96 1 38
102 85 34
143 24 81
118 158 27
44 5 7
31 114 51
86 16 11
73 143 16
75 22 48
56 59 45
12 77 100
46 10 22
158 154 52
9 78 35
15 136 66
103 75 74
64 119 29
44 86 80
22 14 5
31 87 33
122 35 70
104 22 92
117 120 56
79 48 34
80 103 30
146 90 85
38 37 78
95 133 1
20 96 19
58 28 30
16 144 67
104 103 53
44 52 60
56 147 50
154 50 31
50 21 94
48 34 34
38 73 37
135 131 22
40 138 78
58 30 76
90 4 99
148 110 35
17 62 2
76 49 10
69 142 7
51 60 52
16 91 60
156 16 66
24 92 75
132 77 27
147 14 98
111 102 58
153 12 72
73 43 55
45 52 64
19 3 93
50 136 80
97 18 84
18 39 47
73 76 3
95 140 18
12 154 31
47 151 98
56 130 82
34 111 100
74 148 76
106 123 64
26 78 88
84 23 8
76 51 55
28 9 67
49 145 53
123 90 7
118 95 69
41 54 25
103 16 1
25 152 6
129 146 46
37 146 30
59 38 82
36 103 7
79 111 67
103 127 97
77 103 70
136 112 98
52 28 22
147 67 82
82 69 43
124 40 11
8 144 54
135 3 79
59 147 25
42 44 41
63 144 4
81 49 40
24 40 5
150 25 46
95 8 99
110 113 20
63 113 53
58 65 47
18 99 69
9 74 19
144 44 74
18 152 81
33 42 9
136 87 46
57 106 79
130 108 79
47 69 42
25 10 43
125 140 15
82 71 88
24 62 29
23 97 18
55 118 60
7 149 56
25 136 39
83 40 69
103 51 79
5 141 59
2 125 91
82 116 96
30 127 91
72 85 40
5 153 33
157 123 30
26 102 13
12 106 4
122 117 93
86 151 82
7 77 73
112 33 25
134 111 31
123 124 13
24 13 29
101 5 68
19 144 81
83 107 15
28 9 80
153 126 43
71 83 48
46 35 41
65 78 72
144 157 72
140 54 75
74 126 70
114 47 100
130 13 48
152 91 60
28 52 41
3 151 53
85 11 75
92 39 40
33 37 51
29 127 40
60 149 78
134 94 63
127 113 30
48 33 65
34 86 61
118 157 29
99 60 64
54 15 94
104 83 70
