160 9169
6 98 49
112 2 15
65 110 82
41 31 32
21 72 32
41 75 38
37 29 79
3 121 8
79 118 39
65 80 95
109 128 72
132 95 12
64 101 6
144 143 7
153 2 75
70 42 34
65 35 29
130 81 22
137 38 25
124 79 14
14 66 63
156 125 62
13 102 42
104 69 5
23 134 12
150 22 89
152 93 61
51 6 26
24 67 76
13 155 90
149 122 64
70 129 43
159 64 49
45 39 39
96 148 15
81 96 25
124 83 25
49 153 82
128 60 63
92 121 69
2 143 76
72 135 94
59 8 4
80 109 31
144 158 5
24 116 89
43 25 83
111 99 55
108 43 14
71 33 15
106 34 52
157 159 36
152 157 59
98 15 49
68 121 23
124 113 25
2 50 6
40 108 93
9 132 54
14 158 15
2 8 9
76 98 89
154 123 95
85 12 93
77 26 38
58 76 6
104 64 24
154 158 52
142 154 100
11 144 92
95 91 19
2 121 7
157 3 31
100 53 82
73 11 38
144 19 88
33 5 49
21 34 8
99 130 73
23 31 31
30 112 70
151 135 84
34 134 18
56 18 41
104 128 22
105 81 58
138 5 49
7 97 89
130 113 57
69 92 62
31 125 93
1 124 28
82 90 1
145 80 44
88 51 31
46 30 6
88 127 26
78 16 3
104 103 86
62 25 79
151 24 81
159 7 12
131 136 85
18 134 83
139 138 84
123 18 16
73 108 68
22 96 85
14 117 94
44 49 59
134 122 60
23 7 37
146 125 53
137 150 39
134 52 1
115 128 26
149 114 40
135 112 19
123 67 29
142 70 68
159 14 28
14 11 85
48 45 59
113 136 54
68 9 50
22 81 46
42 5 82
20 106 78
158 133 16
30 160 36
106 93 82
110 33 29
130 158 55
26 41 36
48 117 56
57 25 16
125 44 52
146 44 77
107 109 36
12 13 79
65 116 73
74 11 94
23 34 8
38 69 31
126 73 87
37 89 77
68 106 80
80 87 85
157 159 78
112 66 68
41 150 21
125 28 84
86 105 97
150 87 44
120 1 50
93 116 40
132 23 56
35 89 19
18 58 60
122 85 48
103 102 68
45 42 99
61 96 79
97 42 32
53 145 45
34 143 52
45 74 88
21 62 28
96 42 88
83 143 41
130 98 30
118 16 41
48 21 78
75 91 16
7 116 23
100 57 14
140 40 19
136 94 85
64 13 82
138 106 52
92 123 62
39 99 75
56 150 74
91 40 3
116 151 66
53 136 53
141 76 26
108 11 9
101 16 41
100 94 17
128 55 16
3 60 79
25 36 37
137 65 24
75 47 67
43 59 28
4 2 98
72 130 47
6 67 83
79 127 24
84 109 29
59 25 12
41 118 58
103 39 82
61 40 52
75 33 24
51 42 30
53 40 62
87 121 61
30 65 13
76 111 96
42 31 56
62 124 19
102 47 10
132 6 78
52 16 38
23 123 25
41 129 45
78 14 12
138 117 52
160 135 75
4 92 41
9 134 60
52 154 93
113 32 39
6 143 91
85 91 53
73 129 61
4 84 42
89 74 54
131 108 78
100 17 52
142 114 72
8 151 60
132 29 38
159 102 75
19 72 51
55 145 45
88 148 32
36 146 57
76 24 46
46 155 69
109 4 49
145 96 56
17 38 82
144 78 39
3 154 53
65 89 12
111 22 94
80 131 49
41 117 88
157 92 9
98 130 93
68 74 5
85 7 72
93 1 11
18 4 41
117 21 12
66 56 17
35 84 47
72 114 11
52 114 10
62 26 89
87 30 26
78 76 98
48 119 76
154 131 70
39 51 63
145 30 65
132 125 1
10 65 44
130 89 23
84 59 8
8 106 20
98 45 89
9 42 29
17 42 79
148 130 68
63 30 97
157 122 22
38 56 39
3 114 7
76 68 78
121 148 7
102 45 30
140 76 14
58 33 56
28 104 9
10 156 54
158 19 76
121 9 77
102 25 51
153 69 23
31 54 68
49 155 36
46 105 99
148 139 9
24 10 96
34 160 47
44 29 23
99 89 48
118 58 93
50 130 33
44 91 83
105 63 17
149 99 82
2 145 3
6 56 3
149 157 23
77 122 31
154 42 95
22 4 1
94 153 51
54 128 49
116 82 21
63 78 6
113 155 67
84 130 22
104 20 64
76 21 100
42 15 46
140 10 23
11 46 81
55 1 96
20 77 50
85 89 49
48 79 87
16 86 27
1 134 62
18 9 64
35 113 13
99 81 62
20 134 32
14 95 82
115 154 55
38 18 2
25 57 43
32 31 43
85 100 100
10 137 30
41 143 62
29 60 46
106 117 65
1 46 70
56 141 29
80 92 42
42 99 16
47 107 78
99 153 22
124 154 41
37 74 55
60 140 61
50 56 73
3 152 86
109 155 31
65 64 61
159 47 73
43 10 96
137 74 33
68 1 94
40 155 45
59 156 11
151 111 79
51 122 27
107 52 30
157 21 63
16 157 41
71 131 26
66 47 10
32 100 11
65 24 2
144 134 26
110 154 79
47 100 51
46 123 91
14 80 29
37 48 15
65 150 77
131 55 98
65 61 5
91 104 45
100 22 50
153 146 43
140 101 29
39 74 45
88 152 98
61 56 77
83 128 96
126 5 80
6 152 100
139 22 32
40 131 51
126 97 83
137 27 55
83 61 42
67 45 31
43 12 10
16 13 9
33 43 9
126 30 29
71 32 33
96 14 2
66 24 39
91 18 99
60 44 19
145 10 57
130 154 86
125 70 70
64 30 62
143 157 46
72 59 22
35 73 64
61 50 16
116 27 6
32 39 71
114 91 34
56 60 12
91 115 45
76 156 17
61 45 22
27 79 10
40 41 26
64 37 78
2 55 44
4 53 76
48 82 77
150 20 100
105 27 28
51 8 8
10 45 12
53 140 40
20 21 76
93 8 95
115 141 37
91 46 66
4 23 89
9 63 35
148 17 74
68 15 85
52 19 83
108 71 12
10 158 10
37 3 96
25 115 90
70 20 49
49 23 29
2 119 5
66 113 43
141 125 92
51 110 32
39 64 83
134 160 33
53 114 37
53 133 50
129 70 30
136 8 20
46 96 54
81 138 92
1 129 2
13 111 53
72 77 38
107 115 7
150 28 95
56 124 23
60 133 100
80 78 78
132 124 59
112 118 71
131 18 16
150 5 47
110 141 61
43 94 24
59 108 12
39 13 94
8 95 33
36 135 96
115 140 67
144 49 24
47 82 76
123 79 70
91 23 14
98 8 79
66 120 72
112 86 95
125 84 34
64 82 52
54 5 23
79 89 13
155 31 71
131 20 75
118 54 1
28 142 35
135 103 14
134 147 53
68 144 53
157 79 59
65 108 14
144 160 97
90 54 10
139 117 82
60 144 100
97 71 64
58 89 72
15 95 96
116 58 95
159 26 82
49 135 57
46 159 69
146 19 7
40 118 46
58 38 26
151 104 23
93 157 18
66 36 91
70 87 78
104 61 38
116 64 31
1 3 37
85 159 51
5 114 75
109 46 48
78 36 15
58 112 96
111 119 29
148 8 54
73 107 58
90 137 21
145 130 56
143 16 41
32 2 2
12 122 66
32 158 20
9 110 68
94 100 80
154 124 56
55 34 44
148 96 59
113 119 63
135 15 35
51 101 49
7 72 48
12 159 69
154 117 16
57 22 68
151 4 34
98 81 31
128 70 5
50 97 47
6 13 53
115 7 35
61 8 74
159 78 83
144 145 44
134 87 28
121 28 79
112 53 65
107 144 50
66 60 30
143 159 39
78 66 28
48 137 68
75 82 92
23 129 73
12 36 12
98 88 47
28 56 78
56 5 23
1 9 43
113 74 10
139 83 56
6 10 61
12 101 77
70 125 36
57 99 35
159 60 42
61 94 90
69 8 100
100 88 81
116 119 77
68 122 10
124 155 13
61 106 100
154 102 27
126 110 39
56 95 74
147 110 64
89 143 94
69 77 92
48 150 20
3 69 64
57 13 89
53 1 30
104 45 2
19 138 86
160 46 64
111 46 48
3 155 23
8 22 41
11 116 21
39 52 20
105 58 25
88 107 89
93 155 38
87 29 58
105 79 84
43 15 79
145 62 89
35 44 23
123 3 9
112 72 10
16 121 94
156 6 64
110 111 8
117 136 84
157 14 36
17 27 55
36 128 27
53 84 41
105 104 33
148 102 78
52 85 37
64 33 94
142 117 37
136 153 25
25 124 99
9 23 44
134 97 45
86 154 5
28 8 33
153 41 33
35 92 77
16 142 45
159 158 51
143 128 18
85 42 97
51 153 39
23 156 30
80 50 47
140 153 87
40 102 36
56 18 45
99 91 85
39 68 98
136 121 86
103 117 72
63 12 17
75 116 92
11 147 84
118 48 12
126 118 10
70 3 18
147 16 24
132 17 41
33 25 8
92 78 42
31 117 98
121 149 61
123 146 84
102 63 24
52 147 2
158 136 49
67 141 24
1 93 22
139 33 35
51 85 2
159 83 11
108 21 46
1 158 87
50 103 25
115 19 87
67 18 38
153 21 50
124 142 59
70 143 11
5 116 31
41 89 19
45 95 4
123 9 92
69 24 29
78 57 21
24 77 73
76 89 60
33 110 65
109 85 71
118 43 31
14 65 29
132 77 41
132 118 42
106 94 15
95 25 45
150 140 6
42 39 84
73 149 86
142 79 13
84 46 5
98 93 96
122 99 82
107 7 100
58 123 30
51 106 74
52 123 8
5 62 37
139 28 91
61 50 18
131 144 47
80 96 17
72 119 11
6 50 67
23 66 45
48 125 5
120 73 65
27 5 63
123 142 45
102 4 49
4 150 11
39 2 12
87 104 45
44 50 18
121 64 70
26 143 64
116 73 16
138 11 35
21 18 97
61 72 19
49 129 40
134 76 28
30 87 46
11 123 79
135 9 5
90 43 36
103 67 51
12 112 38
138 143 83
105 158 82
114 90 53
67 28 55
91 98 56
126 13 53
9 135 34
125 29 30
138 53 45
158 118 88
120 30 58
104 136 67
55 77 27
125 150 27
2 73 12
158 79 96
138 68 30
7 95 89
154 57 29
8 24 34
148 97 18
79 113 9
109 49 93
47 52 78
91 35 13
59 147 6
95 5 75
22 36 23
11 129 28
3 97 86
120 155 66
54 141 58
10 95 90
47 144 17
47 3 78
113 51 43
129 118 49
23 51 32
61 123 54
75 116 26
25 82 49
59 142 12
48 55 56
149 145 96
135 38 22
99 70 81
99 23 6
47 53 20
48 32 45
4 96 43
110 148 79
92 41 94
138 82 62
13 11 66
38 133 22
67 143 31
79 89 15
6 51 92
76 45 96
26 89 32
13 45 64
43 19 94
72 71 63
134 147 55
79 10 99
122 137 29
142 102 66
95 74 43
105 108 48
74 35 26
10 145 45
26 84 38
88 29 48
154 50 15
11 59 39
65 52 13
92 38 38
147 132 38
126 102 70
9 138 11
118 101 91
10 15 93
136 120 50
72 36 55
151 2 98
77 37 73
54 143 93
109 57 64
53 104 77
130 38 76
57 8 14
62 54 34
79 70 99
100 65 46
34 54 43
130 31 73
133 18 14
157 110 3
66 40 40
150 149 66
58 8 98
142 111 20
14 93 38
40 134 5
124 102 55
31 59 53
140 60 61
85 159 66
50 87 85
112 41 57
157 80 16
84 38 61
21 144 22
65 54 35
45 114 85
103 158 46
94 15 95
9 140 70
76 102 67
12 85 14
46 64 52
83 118 57
99 150 49
129 73 22
55 40 66
116 52 12
21 42 95
46 57 49
39 76 16
71 108 61
83 72 99
16 66 26
83 145 52
38 78 31
140 158 57
125 140 61
71 133 10
28 65 85
152 97 65
143 29 52
52 77 81
56 83 66
26 127 3
128 148 61
10 72 64
123 38 56
3 51 76
31 86 24
91 96 65
6 79 18
80 102 21
81 45 93
156 80 2
23 133 59
129 24 79
18 90 44
86 85 39
137 100 64
132 147 6
122 61 100
96 71 67
6 17 79
9 93 92
26 36 6
70 113 41
9 42 46
60 117 28
30 66 55
84 124 90
64 45 93
118 2 57
57 40 49
4 115 98
81 27 52
111 143 67
115 67 13
83 39 19
25 8 34
5 32 67
75 146 68
31 28 32
91 153 60
37 151 37
35 157 87
90 29 61
31 81 43
127 102 79
75 88 19
39 116 20
31 138 25
30 79 7
106 76 1
118 24 58
127 152 58
123 3 24
18 94 4
75 127 68
135 110 74
91 7 19
12 67 53
71 67 32
16 137 53
49 154 6
10 16 94
42 72 8
30 153 13
120 44 37
5 60 4
156 98 18
123 113 17
39 158 30
22 114 95
28 17 97
123 90 33
42 151 8
122 111 68
20 94 61
55 150 34
94 31 24
12 129 5
97 154 11
65 107 4
96 17 62
152 54 47
82 46 21
152 38 39
111 75 80
122 81 17
8 118 63
29 90 26
116 18 93
151 55 16
157 92 68
74 39 28
26 63 47
112 85 98
148 158 55
4 56 15
81 14 85
8 46 79
66 137 28
80 22 57
148 17 52
94 56 30
160 118 35
94 75 80
99 156 27
85 154 6
156 114 96
48 61 9
29 119 67
17 135 87
136 39 8
77 90 31
154 82 8
101 91 74
108 63 58
60 43 64
106 64 30
119 87 49
1 97 92
151 159 86
156 14 50
116 94 64
34 32 93
99 36 2
4 40 20
75 156 98
151 152 46
84 101 64
145 107 78
57 87 82
5 39 28
139 21 53
12 154 24
63 143 97
29 78 42
105 130 9
36 98 71
107 146 45
93 111 76
85 73 30
4 53 80
121 64 72
9 19 77
101 104 26
146 115 84
129 19 83
125 150 16
33 38 32
35 95 69
4 23 93
158 51 23
136 91 9
98 142 57
75 153 42
125 4 83
62 2 46
144 22 20
121 129 29
15 100 68
3 97 75
97 60 28
93 114 94
58 30 59
142 45 97
7 125 78
151 137 57
4 129 88
149 156 15
28 138 79
104 108 7
22 73 15
74 93 7
73 62 51
65 44 44
9 127 37
131 109 17
25 75 35
19 137 12
128 52 17
147 21 62
30 128 62
139 129 70
51 76 21
109 113 80
82 58 97
6 33 91
22 147 85
34 126 67
30 38 24
6 148 14
124 156 25
112 37 86
137 2 95
135 62 4
64 93 94
7 64 81
52 129 29
15 33 27
137 139 100
130 112 38
30 33 67
83 10 29
123 60 61
57 91 55
127 85 59
157 30 50
119 104 82
85 102 60
108 156 86
120 2 95
100 22 96
147 119 88
113 38 89
122 70 85
78 150 64
71 55 90
33 9 57
98 74 6
77 98 72
17 54 56
54 83 68
83 116 24
29 95 75
76 80 55
33 146 62
147 128 29
131 156 88
6 159 41
136 81 47
125 14 100
43 70 34
17 65 70
57 81 23
152 147 37
36 125 4
118 112 67
15 28 46
135 1 91
50 145 79
126 58 29
30 146 78
59 158 92
135 49 24
153 76 43
19 151 57
10 98 93
49 5 72
44 157 67
29 44 86
151 83 25
18 91 43
42 51 30
86 105 24
72 89 68
8 46 26
79 102 53
21 135 83
39 21 69
57 46 15
99 110 87
80 59 71
1 67 39
36 28 84
55 151 44
50 4 89
133 96 57
155 67 24
84 112 12
52 116 62
51 52 16
128 72 55
54 147 42
113 12 62
23 99 50
141 12 76
5 16 99
20 155 14
135 146 54
100 2 5
72 131 78
23 94 56
62 69 34
80 81 72
157 13 85
65 102 91
152 85 57
43 64 70
17 134 51
66 131 35
18 155 54
96 44 74
31 118 59
138 20 33
91 135 59
64 154 25
37 100 88
151 82 55
9 142 94
67 40 1
123 124 61
105 67 21
85 33 26
106 33 51
127 47 48
67 144 58
43 59 76
82 59 54
107 127 63
46 121 49
13 2 48
143 159 56
46 19 1
52 146 75
26 39 13
16 91 98
60 114 25
113 141 17
121 38 87
18 44 51
56 134 90
68 115 95
24 120 31
77 8 100
106 95 40
149 152 72
39 112 11
147 15 73
106 33 64
155 59 14
86 53 65
85 77 45
157 56 37
114 129 51
53 142 50
36 156 93
39 24 83
151 100 58
137 35 98
58 43 66
4 82 44
149 35 22
130 11 41
95 69 9
6 99 69
147 45 73
101 17 44
128 15 18
111 131 72
152 71 84
97 27 40
114 150 2
52 39 46
61 49 54
103 6 87
130 66 98
147 114 65
158 101 46
5 109 6
149 126 32
34 80 19
81 160 7
160 31 15
79 121 24
93 66 67
141 61 61
155 16 7
2 156 93
119 148 72
143 58 84
117 68 51
155 153 12
63 46 19
24 142 45
130 64 65
126 139 73
51 143 92
54 152 78
96 49 97
127 18 73
111 3 21
138 118 55
119 134 29
92 39 91
39 130 54
71 15 86
114 68 30
17 94 75
49 61 59
113 10 58
63 95 32
34 82 78
112 147 39
39 81 54
21 74 7
78 48 84
24 107 64
138 49 76
139 10 28
137 12 46
108 139 42
1 130 29
117 70 73
93 59 77
125 127 45
34 32 82
129 131 7
110 133 83
137 126 67
76 150 74
152 45 57
121 155 58
157 101 11
149 30 54
9 96 84
82 3 80
34 95 30
148 137 11
135 144 100
85 9 34
29 57 93
135 23 39
134 26 77
68 23 77
32 25 21
31 128 65
157 140 60
105 119 24
43 134 63
129 128 15
15 106 10
52 102 74
83 92 98
145 79 18
151 110 51
70 43 26
36 41 91
60 131 7
88 86 76
145 16 83
57 96 25
1 76 48
5 127 35
93 127 22
81 101 45
152 116 71
119 103 8
60 20 31
87 39 4
147 22 47
153 87 74
18 7 66
135 79 68
126 145 55
112 158 15
20 58 85
96 145 73
159 80 56
18 116 9
31 136 23
54 75 99
39 92 30
108 73 64
141 69 18
89 146 20
8 19 31
58 113 59
3 14 79
17 29 39
149 38 25
21 159 53
85 107 43
48 141 87
33 63 40
44 54 90
12 160 96
14 97 68
132 103 6
79 99 78
17 76 6
73 80 43
125 81 22
53 33 54
3 117 32
42 24 11
97 85 100
138 126 96
7 30 85
62 46 67
63 142 65
94 73 65
13 87 52
7 62 37
70 38 58
97 136 1
65 67 6
33 19 10
95 83 83
29 86 15
116 55 83
85 49 51
3 147 32
151 9 8
84 148 86
14 94 12
120 99 30
53 14 54
41 52 62
1 128 25
38 101 74
118 29 58
6 11 24
48 108 44
108 117 96
156 133 32
46 28 23
95 72 82
49 108 68
112 60 85
6 51 96
107 24 29
140 34 23
126 134 13
85 37 54
143 100 28
38 84 26
19 153 92
69 40 56
19 70 94
7 63 100
73 110 56
72 45 51
119 64 25
77 72 21
122 37 31
62 12 28
78 66 8
1 96 86
32 14 5
132 47 100
72 143 64
22 109 87
6 39 99
151 93 99
37 124 71
155 10 31
43 84 55
94 109 14
59 130 32
147 115 38
11 52 3
89 2 14
24 91 67
141 28 73
16 138 65
142 102 83
133 48 5
152 36 63
9 92 20
40 124 72
142 57 17
4 141 8
51 5 51
159 64 33
66 40 44
62 14 87
20 10 29
139 93 94
76 28 1
49 153 66
120 156 1
89 136 71
110 70 95
150 123 17
28 88 60
26 34 59
102 131 28
40 94 58
24 114 27
139 99 30
96 25 50
6 86 49
29 99 37
131 141 37
152 116 5
140 128 61
35 95 5
132 134 58
146 34 68
154 5 87
115 21 60
49 132 20
93 102 84
89 156 26
158 132 69
68 133 17
49 131 24
64 11 86
53 154 36
101 60 13
65 141 21
142 20 84
12 15 80
86 119 58
130 49 80
117 48 72
101 72 23
104 101 11
120 91 6
76 141 12
17 92 29
73 131 87
108 45 57
64 31 78
84 49 28
92 125 13
104 64 21
17 106 48
35 71 11
84 157 12
40 56 21
55 153 81
59 152 22
160 135 4
37 18 34
43 6 80
89 49 34
23 47 80
34 147 62
160 159 68
44 95 38
58 50 71
10 46 28
114 106 69
67 41 66
