53 1024
42 15 3
37 7 98
4 26 86
52 48 16
53 37 55
18 5 33
28 6 95
2 17 35
15 8 4
40 47 51
47 33 63
34 6 44
3 14 96
6 21 6
10 3 24
34 1 87
30 27 57
6 27 86
33 38 46
18 13 64
16 53 45
21 53 98
48 14 45
47 34 73
42 11 5
42 18 4
49 6 4
51 11 18
50 34 62
38 53 66
41 32 3
23 33 31
44 26 45
18 21 31
31 12 18
19 30 57
20 19 7
21 48 95
50 47 98
44 36 67
15 6 42
7 36 51
40 42 93
14 46 48
49 53 48
11 53 45
31 25 73
13 2 7
11 45 50
42 47 30
51 49 13
4 45 94
45 40 42
39 24 20
8 30 43
18 53 77
20 13 67
42 35 74
51 26 66
22 15 70
6 48 95
49 22 78
19 22 67
25 9 53
5 43 48
50 44 74
36 1 3
20 41 76
1 50 2
23 2 21
34 37 35
16 29 82
7 23 90
49 7 53
50 15 16
27 43 78
35 28 6
44 37 40
26 17 57
5 24 61
25 12 100
14 38 12
38 44 88
12 45 5
12 2 34
43 28 61
15 7 20
40 11 91
48 53 98
25 13 73
33 12 100
38 42 14
36 48 92
37 23 23
34 3 38
50 44 60
49 3 69
43 38 92
29 43 48
45 29 36
29 23 79
30 12 13
11 18 33
18 9 29
11 48 55
33 19 22
21 3 96
2 19 70
18 23 31
26 40 17
19 30 29
41 17 13
3 17 96
28 6 26
8 53 81
12 29 28
1 21 73
5 48 4
22 35 33
8 49 47
14 3 58
39 31 31
46 34 70
30 6 72
13 42 70
31 46 6
6 36 93
23 6 27
36 31 7
50 32 72
10 20 62
14 31 13
23 41 3
39 10 84
38 23 5
33 3 55
19 14 53
42 34 77
6 51 90
34 1 81
45 44 20
15 46 100
52 48 95
17 10 18
35 26 45
26 16 64
8 12 2
21 15 47
17 10 27
40 39 28
47 19 24
10 32 27
21 49 49
3 36 95
23 36 9
24 41 65
42 11 66
9 24 46
6 49 22
45 6 20
42 8 51
1 13 55
3 21 61
32 11 83
20 29 33
51 13 85
17 25 30
47 44 62
23 17 4
22 8 20
38 30 21
23 5 48
15 5 40
51 48 33
47 2 74
33 2 67
5 8 48
27 7 86
3 1 97
9 31 54
9 20 17
46 49 62
20 25 35
14 41 30
47 7 36
39 49 34
30 32 70
43 34 48
44 35 65
11 30 86
43 33 3
50 1 66
33 10 31
52 23 24
15 25 27
39 26 59
12 38 58
45 23 68
52 25 52
25 1 30
52 4 29
24 31 19
28 29 9
22 23 31
44 12 99
51 36 18
42 19 83
20 28 45
5 28 7
17 48 30
48 20 59
32 31 47
27 17 19
10 30 88
6 15 33
13 50 46
22 16 10
28 6 34
35 42 11
38 46 24
46 41 99
14 13 89
39 9 91
13 8 58
37 18 70
10 53 77
17 47 52
35 11 41
24 49 36
14 21 29
8 31 15
26 6 13
24 42 33
9 41 71
5 16 1
40 46 66
43 42 65
29 12 54
15 13 20
41 30 8
35 3 60
22 13 80
39 20 78
32 38 72
2 41 61
9 34 68
23 36 17
53 44 46
26 18 99
43 48 10
29 30 53
22 14 53
34 23 58
11 1 77
31 4 74
45 38 47
11 44 29
18 5 12
29 11 30
5 48 74
19 2 64
47 36 35
33 4 94
46 37 78
6 40 66
2 7 40
30 52 11
8 6 66
41 22 36
4 36 69
23 51 1
7 52 92
8 44 29
9 52 76
39 25 39
49 48 20
29 20 35
20 2 41
20 43 42
13 10 80
16 8 83
40 49 48
38 21 65
22 30 42
16 32 68
31 30 95
20 43 69
23 29 98
23 24 29
41 7 38
2 52 56
35 49 31
15 12 65
11 20 40
50 49 78
48 51 27
28 42 45
29 49 43
41 52 36
46 45 41
38 4 97
1 42 94
41 23 9
30 36 44
10 20 33
15 37 94
18 14 56
11 5 33
17 37 96
9 17 86
24 15 33
32 22 73
52 51 35
52 48 48
46 27 10
14 30 95
11 6 25
51 20 41
23 32 1
29 21 93
21 47 50
51 21 15
30 39 63
22 41 25
18 48 81
27 14 70
46 12 3
3 6 62
5 25 76
6 22 39
3 21 23
19 48 49
40 31 31
15 28 4
26 30 54
30 7 3
1 35 50
33 41 97
6 47 77
19 20 81
9 48 96
24 38 30
2 36 57
4 13 94
50 11 91
50 24 21
50 1 28
9 30 47
35 10 57
20 11 98
36 42 76
25 9 85
16 50 88
19 18 16
11 15 77
8 39 89
53 7 86
34 9 5
51 13 24
6 22 34
20 17 16
39 8 61
20 34 96
14 1 77
38 36 40
6 46 71
19 27 79
33 32 7
34 48 100
24 3 13
23 46 6
35 16 100
36 47 56
18 31 99
14 45 92
16 15 81
8 16 78
2 37 30
6 7 18
3 51 64
16 46 68
11 34 59
42 34 20
23 48 61
35 10 25
37 27 98
27 29 76
41 34 13
19 16 60
48 24 32
50 53 79
25 21 54
20 44 99
28 15 40
33 43 12
2 33 28
23 10 79
36 12 57
28 50 16
15 41 86
20 9 7
50 38 63
43 41 76
1 52 93
32 52 54
52 24 49
1 46 31
37 16 97
25 3 69
51 24 15
35 29 43
1 35 49
33 34 57
43 36 92
47 46 41
19 43 36
42 22 59
25 49 23
3 47 34
20 31 30
2 28 43
44 1 6
2 9 39
39 42 99
35 44 40
4 23 97
53 48 1
15 29 80
22 52 10
19 48 7
8 39 70
37 3 19
26 5 1
37 47 53
31 19 38
7 20 88
8 14 4
7 20 97
39 51 22
3 8 38
22 45 7
13 28 59
35 5 81
50 26 65
34 11 50
47 2 12
18 41 35
8 18 1
25 4 29
32 17 100
30 47 24
52 23 97
46 37 26
24 13 53
23 28 64
11 46 14
39 45 2
51 8 20
17 26 48
16 7 94
28 29 100
43 40 66
17 50 33
37 31 58
53 28 18
43 29 38
4 23 92
48 41 93
23 44 35
22 50 81
46 52 19
50 5 1
49 38 48
10 24 95
28 24 97
32 19 29
42 9 56
43 10 70
29 6 57
32 48 74
40 29 41
4 10 27
37 45 96
13 5 43
43 14 49
36 16 26
53 11 59
16 14 92
41 32 42
53 31 46
45 34 38
37 29 17
14 46 60
32 1 96
9 40 63
1 13 100
1 44 78
26 12 13
12 23 92
3 16 9
51 2 93
42 45 23
13 8 99
27 13 35
46 48 8
50 25 55
9 10 49
7 2 52
3 37 68
43 1 60
21 11 81
47 3 93
18 21 2
48 2 96
32 11 2
12 47 85
5 47 39
31 27 41
11 43 3
17 6 97
7 1 83
44 6 74
26 27 15
21 15 87
9 16 46
5 53 100
17 37 39
43 46 85
26 47 100
39 53 67
8 5 21
6 28 21
4 44 11
41 31 41
26 52 35
14 49 42
18 4 52
51 33 94
35 13 29
22 20 16
36 49 63
35 42 74
41 12 64
47 25 61
4 48 8
22 20 34
20 52 65
53 38 40
51 29 69
31 5 98
1 49 35
14 10 74
13 53 83
26 14 44
23 50 77
16 2 72
35 47 45
25 30 21
15 33 44
41 3 100
32 5 75
51 28 100
20 14 56
44 37 38
23 24 52
46 2 17
7 53 97
14 3 43
47 11 55
45 14 41
15 49 15
30 49 37
27 20 37
26 41 30
51 36 67
29 17 52
41 11 76
16 30 35
51 25 76
50 52 35
7 9 54
43 48 37
41 12 41
48 41 51
23 5 74
1 3 36
18 53 79
8 39 23
25 18 15
52 19 35
52 38 48
7 11 63
5 11 70
13 4 55
42 16 53
43 10 28
48 14 33
13 23 77
40 17 25
14 2 74
45 2 35
33 11 7
38 1 16
26 18 18
50 38 29
10 9 37
33 40 61
36 25 60
13 14 95
7 13 47
53 11 26
9 48 25
47 40 95
5 28 33
26 40 51
51 33 66
42 44 13
12 50 85
36 27 35
41 12 36
51 29 23
34 32 49
9 19 74
5 43 9
21 41 80
6 11 25
44 17 87
39 35 17
18 24 38
30 38 31
23 52 10
20 25 38
24 49 71
2 25 98
11 44 69
46 50 39
15 51 55
7 8 80
14 10 64
4 50 44
42 40 24
43 50 68
13 35 46
37 47 28
30 20 28
36 12 18
33 19 15
45 12 62
34 48 38
34 28 69
15 44 43
32 16 83
17 31 75
40 39 53
52 44 77
23 53 87
39 28 99
4 30 80
38 46 9
23 4 63
11 53 19
12 41 4
41 51 84
8 34 51
19 50 27
53 25 50
16 19 16
38 36 90
13 27 65
32 13 41
15 39 40
48 52 32
22 39 14
51 6 34
10 43 66
7 50 63
48 45 11
33 13 80
36 10 53
1 15 27
24 18 69
40 38 47
45 20 52
51 10 31
37 41 92
15 2 14
10 45 93
2 31 14
53 9 74
15 44 38
40 32 3
43 6 2
45 14 8
20 49 17
49 17 67
6 45 26
6 3 57
23 37 83
15 23 91
10 50 64
23 13 36
44 48 56
42 1 23
4 2 74
26 27 80
26 10 18
13 29 88
39 29 67
14 11 23
19 22 27
39 4 1
48 46 60
38 42 15
35 21 89
33 25 40
32 4 54
13 44 76
13 23 53
30 33 28
34 5 39
18 26 83
36 21 66
14 32 63
37 22 83
34 49 82
30 33 46
34 51 33
11 33 4
45 23 79
29 16 31
4 1 25
15 23 68
18 42 45
32 44 10
5 45 71
41 5 98
47 44 41
29 18 68
17 1 51
15 53 96
9 46 58
21 41 47
36 16 81
16 17 45
3 14 46
26 46 43
7 11 34
7 19 47
