49 1169
21 44 10
25 10 11
22 32 3
8 48 99
41 47 7
3 46 36
1 47 97
9 1 39
3 18 63
8 41 78
10 32 21
10 16 67
5 23 62
15 44 39
24 19 62
17 9 74
12 6 34
17 6 87
8 31 55
46 10 7
7 24 38
24 32 1
9 13 31
5 24 36
29 13 32
39 19 37
3 9 90
6 49 34
1 12 4
26 39 77
16 27 7
15 6 21
27 8 58
17 14 36
22 35 31
14 13 88
12 21 40
42 35 44
8 15 61
46 47 10
46 1 52
13 2 13
35 31 45
38 6 90
30 19 36
27 14 3
12 4 63
10 36 41
23 19 80
44 2 53
43 10 23
5 23 39
21 14 71
28 26 1
5 33 80
23 30 98
28 47 33
29 13 18
33 25 86
27 24 25
33 19 6
30 41 51
17 2 30
26 16 80
14 26 17
21 7 59
46 42 80
36 6 60
18 20 18
36 26 38
26 28 72
30 21 90
35 7 56
15 4 92
28 5 81
32 1 67
5 7 54
25 48 10
12 45 2
39 17 98
49 45 27
37 15 80
40 12 44
21 33 53
34 41 25
39 34 38
13 27 74
34 14 8
22 49 37
39 43 16
8 38 30
32 8 84
40 41 89
41 1 12
28 39 79
33 36 45
41 37 51
45 44 13
34 24 76
28 13 45
31 27 3
31 28 57
42 40 19
9 20 42
30 42 14
23 19 93
17 41 26
3 36 61
25 2 24
30 17 88
28 17 24
19 7 43
48 15 15
49 48 64
21 15 58
4 21 79
4 30 57
2 29 99
15 2 41
43 36 12
42 27 85
14 36 53
18 11 35
40 8 51
1 40 65
44 36 36
21 39 6
36 30 3
41 40 79
18 29 98
47 44 55
29 18 82
34 10 33
40 8 78
48 29 53
31 43 87
11 32 40
43 49 67
23 15 73
44 9 55
31 26 25
39 29 76
11 25 19
10 47 13
3 14 60
3 45 38
11 5 59
39 16 12
2 38 49
1 18 28
23 18 96
21 22 47
24 18 46
49 14 52
39 45 57
41 4 21
46 27 27
4 25 99
13 10 92
9 49 82
45 39 69
32 15 87
7 16 19
37 2 95
49 17 53
44 5 44
35 6 63
39 7 66
46 43 7
26 7 79
15 47 16
21 42 6
14 19 4
20 9 61
36 27 20
21 4 7
31 6 5
32 8 74
32 7 71
29 15 71
28 39 51
18 14 59
47 33 40
14 38 93
42 41 99
