197 953
101 78 91
6 101 48
40 151 32
173 148 3
71 159 6
65 40 8
39 182 4
177 69 51
165 139 30
39 10 59
65 92 9
104 36 83
105 99 71
144 69 7
159 119 73
172 8 15
126 14 75
32 39 17
192 64 19
169 187 53
91 173 36
99 177 5
159 26 3
10 78 91
175 24 91
98 33 88
1 164 56
136 121 73
135 41 23
164 188 1
148 18 66
50 88 69
86 47 41
97 80 97
20 80 54
182 78 14
171 115 44
194 12 33
15 64 74
173 136 6
28 193 69
159 146 68
188 123 34
147 129 59
146 138 28
69 65 72
13 75 28
163 122 33
20 113 96
194 11 64
9 142 89
90 172 80
59 63 64
75 125 20
148 130 10
168 38 100
36 184 73
139 166 58
128 99 49
43 94 56
136 66 16
194 102 29
106 140 65
8 175 88
170 9 44
65 197 62
148 132 83
63 133 78
37 130 83
117 158 84
91 163 93
196 18 55
58 78 5
28 18 54
100 69 53
63 75 73
120 157 61
68 108 42
82 70 36
18 188 50
123 78 66
54 79 14
148 171 37
134 146 17
53 107 60
126 33 78
89 84 11
107 6 10
109 108 69
67 87 26
143 73 91
72 55 27
44 99 19
98 79 63
104 65 72
124 183 56
13 88 92
148 184 97
34 79 50
104 15 80
147 171 46
161 131 70
58 27 80
37 158 5
186 136 59
17 152 17
81 164 13
46 43 69
94 63 68
21 60 95
24 113 9
90 138 68
114 159 64
151 167 93
77 39 95
58 155 85
54 59 21
170 155 3
57 81 78
58 158 1
190 21 31
103 146 13
105 37 99
185 104 3
157 149 84
55 120 22
119 133 64
194 91 37
82 96 24
135 28 29
90 36 74
103 54 6
92 10 24
1 21 1
183 106 48
119 72 72
107 160 99
128 156 11
34 121 51
111 170 45
192 2 25
126 124 47
74 12 68
66 120 76
88 100 21
165 84 56
113 108 99
36 162 9
169 67 81
78 10 57
144 106 27
163 185 43
22 155 84
140 102 79
28 188 88
156 166 5
46 154 35
2 140 94
158 66 78
97 145 21
105 7 53
73 9 84
64 107 5
186 162 66
24 183 95
127 187 7
71 68 78
93 2 64
92 63 34
158 71 31
130 156 8
84 63 35
152 56 81
34 177 54
24 3 11
123 62 43
44 177 59
65 130 87
126 131 32
37 7 91
196 105 62
31 136 69
27 111 89
42 138 57
122 79 98
78 171 15
188 46 23
43 52 21
125 104 47
184 154 94
76 6 34
171 31 2
47 134 4
42 123 50
193 65 93
194 104 64
53 117 31
2 54 40
5 162 2
164 123 84
40 85 30
185 107 31
113 65 91
13 5 51
195 18 19
175 123 22
59 123 35
141 57 39
169 110 23
172 90 18
129 107 58
80 93 73
94 64 45
79 22 17
136 128 64
174 83 77
96 111 66
90 36 32
138 158 67
138 169 67
138 31 35
30 137 33
23 33 1
179 145 94
93 107 61
28 192 75
78 150 81
147 82 61
92 113 92
83 112 80
179 83 48
164 17 61
181 173 48
185 83 59
117 120 23
141 107 17
197 118 93
161 46 73
71 133 62
165 86 78
149 67 65
173 12 44
74 122 31
66 102 58
64 146 53
50 178 26
30 195 15
126 168 80
175 144 76
79 175 96
137 192 7
62 129 79
122 72 49
157 152 33
116 150 46
120 49 57
92 80 54
43 21 14
38 75 31
121 152 47
56 126 97
3 7 30
21 133 19
81 75 24
133 75 47
30 72 47
32 29 4
156 166 93
92 32 22
72 118 27
46 66 10
179 95 17
43 173 4
56 9 33
154 143 54
122 103 14
18 55 3
145 142 51
75 123 25
99 44 74
173 146 30
192 153 30
40 1 53
176 60 77
34 33 30
128 54 55
143 179 34
138 34 31
188 87 9
81 195 79
115 191 92
72 184 93
31 122 92
119 108 95
107 12 51
11 29 12
33 90 34
79 129 60
197 39 74
92 112 10
105 90 67
148 93 29
194 100 60
139 5 23
68 187 35
82 63 78
123 110 64
30 73 96
134 64 48
165 38 37
74 168 34
45 118 56
13 14 94
61 116 46
45 24 49
172 39 65
35 121 55
47 100 90
126 84 53
110 25 4
135 101 91
171 67 40
176 174 67
143 163 76
47 56 20
122 135 50
119 75 57
116 136 25
122 101 57
51 112 29
87 146 98
79 187 42
101 102 80
97 192 41
30 165 62
170 151 79
179 142 56
134 60 46
133 176 47
138 40 69
134 188 64
197 113 37
57 137 56
188 36 47
165 161 76
23 73 50
85 151 30
66 168 87
16 65 1
106 87 89
30 158 59
55 87 71
135 112 96
146 82 6
24 23 17
31 13 45
93 47 28
104 21 88
163 87 89
73 69 33
80 101 30
117 88 52
77 143 81
40 136 88
59 9 97
84 110 54
173 156 33
179 153 42
184 51 75
193 127 7
