65 1267
44 59 62
45 15 24
17 46 21
60 23 92
7 10 28
52 49 67
7 8 67
41 55 11
30 54 8
14 52 75
22 7 86
9 63 32
15 27 99
32 36 76
15 52 43
45 42 98
52 16 11
35 45 97
56 60 22
28 40 53
57 38 88
42 1 42
5 10 12
59 33 2
49 2 88
15 48 50
61 63 22
39 49 37
46 7 86
42 39 46
42 2 15
23 12 58
22 16 4
33 22 35
61 31 74
48 17 84
26 10 14
58 38 33
33 2 56
41 4 35
14 31 91
25 42 51
54 41 51
26 55 57
65 48 20
16 3 58
42 19 81
16 36 91
42 4 37
51 37 35
1 43 94
34 12 87
20 18 6
49 63 29
18 43 19
58 19 10
17 16 58
37 7 66
13 63 85
55 65 15
47 62 76
14 9 57
61 47 44
46 27 31
7 45 50
6 36 98
59 64 55
53 58 77
29 4 20
57 34 39
17 63 8
4 49 37
45 35 16
61 25 11
59 7 50
37 48 57
9 17 79
35 20 2
26 32 98
34 63 100
11 26 76
29 40 99
27 22 58
2 22 3
62 9 97
10 54 5
35 60 15
9 40 76
55 44 44
17 19 35
17 8 62
29 21 99
35 15 21
28 39 4
40 32 63
23 35 97
64 1 18
22 23 98
34 45 42
61 16 37
28 23 32
46 24 86
27 40 60
49 22 98
49 47 42
11 39 41
30 6 12
61 52 80
47 42 55
5 63 27
12 24 2
7 9 49
57 48 61
14 31 38
41 26 6
23 3 19
2 54 75
38 45 80
30 65 80
49 22 88
34 57 42
62 17 45
20 64 69
14 13 2
61 21 83
37 58 64
23 60 13
13 42 94
5 25 26
51 6 92
37 24 43
32 60 36
59 45 96
28 59 79
4 54 58
38 15 48
8 57 61
46 35 39
55 26 96
28 52 39
12 24 54
33 65 31
41 57 46
15 51 67
53 19 37
56 40 33
4 12 38
49 39 23
55 20 30
55 57 97
10 50 90
64 8 99
55 42 54
9 46 89
21 64 61
49 26 25
9 20 36
48 14 26
36 44 67
40 9 14
21 13 15
53 7 40
36 29 87
31 40 43
65 33 16
9 25 7
32 52 22
6 33 73
49 60 59
2 5 19
60 62 62
11 43 89
16 58 5
5 30 72
23 49 87
38 8 34
1 5 79
63 6 40
31 63 40
43 24 36
44 3 37
38 26 24
1 10 50
60 30 87
1 20 94
2 24 9
17 63 66
32 44 31
19 52 48
23 49 64
63 4 88
2 61 12
20 33 39
11 60 11
40 15 83
5 65 47
25 28 11
36 38 18
53 54 83
2 3 48
40 53 51
52 11 9
32 57 68
20 14 2
61 52 4
57 26 47
18 61 33
49 40 48
6 25 72
7 15 52
35 63 56
58 19 12
24 2 90
27 23 29
24 8 26
56 28 16
2 52 38
14 26 4
22 10 78
41 51 80
47 33 28
65 41 57
44 20 34
43 32 100
65 24 10
55 26 7
23 3 77
23 62 19
8 25 60
55 1 71
32 28 8
21 55 31
59 51 100
9 22 52
57 3 30
31 49 98
57 30 20
11 40 97
6 25 39
7 47 88
48 61 49
55 28 66
7 39 4
19 39 71
53 39 20
59 28 88
14 39 54
48 4 45
21 16 53
24 58 79
22 9 44
29 56 59
9 23 30
54 2 54
45 34 48
13 6 54
7 59 75
7 6 69
49 8 80
2 48 12
48 35 9
63 15 72
62 19 18
41 35 80
39 40 22
10 40 63
35 5 72
46 45 3
44 65 44
24 20 65
17 63 98
55 40 30
12 53 31
3 12 35
34 10 63
24 13 62
20 8 42
51 44 95
43 30 34
58 53 46
31 26 82
11 59 78
30 27 78
31 36 95
54 10 12
60 36 90
45 37 44
21 8 80
37 7 87
37 52 9
14 42 26
21 35 33
53 3 69
39 58 24
9 63 33
26 3 58
40 44 7
57 47 53
30 60 88
47 50 15
5 28 25
53 4 42
40 20 63
52 47 35
12 3 20
40 12 95
30 12 25
10 63 13
49 39 12
13 28 53
39 31 25
36 55 93
32 25 16
34 31 89
41 23 50
30 29 91
44 43 86
11 10 45
10 32 39
13 14 95
53 64 47
58 16 23
28 21 31
8 28 13
63 3 19
54 38 55
24 28 21
59 11 54
41 35 37
33 5 81
42 65 90
52 54 6
45 46 100
65 56 2
64 3 27
3 28 80
55 14 78
35 15 42
60 61 63
50 30 1
6 26 36
1 2 71
20 9 80
51 6 25
64 44 36
28 7 1
12 46 69
61 10 19
20 47 84
31 25 15
60 54 37
45 36 41
49 64 44
20 31 80
56 3 84
46 42 61
12 7 91
33 22 16
27 17 3
62 19 86
59 30 71
5 42 38
40 58 19
53 23 97
51 38 4
5 54 12
14 44 42
21 13 69
40 32 87
44 15 88
1 54 84
20 8 87
65 7 90
48 43 35
26 36 2
15 62 41
47 27 95
11 40 24
20 47 51
30 21 43
47 9 46
64 45 89
48 9 14
51 38 79
23 60 83
9 65 39
50 64 100
2 51 94
41 33 11
22 49 36
25 3 72
54 24 90
47 43 57
26 60 84
17 26 65
60 37 49
29 12 5
40 3 55
62 50 17
5 1 94
4 10 26
53 21 32
39 61 93
61 58 25
3 1 38
58 39 75
65 7 57
9 33 40
34 7 42
3 40 1
53 21 9
57 26 29
10 63 35
55 41 15
23 33 55
8 24 52
3 20 28
46 25 50
2 54 89
54 36 18
23 15 43
20 27 44
34 2 84
16 54 5
19 55 30
22 57 100
47 3 96
21 53 99
53 6 86
1 37 96
46 17 87
50 5 17
22 54 67
55 16 84
36 46 43
3 40 99
26 20 95
27 51 51
60 21 72
27 17 58
61 58 100
42 38 9
52 7 96
56 24 90
63 51 10
59 32 55
43 3 24
20 45 83
33 23 7
21 26 94
4 30 93
19 43 10
4 28 19
9 50 60
2 26 65
59 54 51
26 28 89
52 45 77
43 37 29
2 43 46
36 9 2
31 46 16
45 59 46
5 13 20
56 3 21
15 5 91
23 21 25
16 64 58
7 3 4
26 42 1
40 50 65
34 5 97
18 42 67
35 15 90
41 19 82
60 62 76
7 58 61
39 25 68
55 23 67
47 24 98
16 45 21
40 39 69
54 52 99
49 53 47
6 18 57
13 11 64
46 36 21
22 20 26
41 57 27
45 50 72
20 3 30
27 56 87
50 35 82
4 12 19
21 47 97
9 17 7
13 62 7
11 44 21
24 61 33
17 38 84
22 63 86
13 17 13
64 12 91
19 11 15
32 63 12
46 31 40
8 4 20
40 60 82
9 57 56
13 40 81
24 38 27
49 31 98
57 40 80
56 24 24
10 33 80
55 3 56
22 53 13
4 27 16
17 6 29
64 53 100
7 46 31
1 42 99
16 40 31
54 32 93
42 35 31
14 46 81
53 39 44
46 30 30
26 55 4
46 27 24
6 2 57
7 57 17
18 52 74
21 60 39
48 38 66
16 15 100
15 57 72
12 1 31
15 61 42
25 40 87
21 14 44
12 14 86
9 53 17
50 53 80
13 2 80
63 43 15
6 33 21
14 62 74
55 30 5
34 7 77
8 51 68
35 15 24
12 27 61
31 61 86
5 37 59
33 27 86
44 59 25
44 37 86
47 11 94
22 56 49
51 59 19
7 8 30
24 38 30
17 21 12
23 39 26
43 42 32
4 6 45
8 63 50
54 56 3
22 13 65
52 21 52
16 28 24
65 58 6
63 13 5
12 40 93
16 7 86
59 6 60
9 28 94
46 17 63
20 39 66
50 4 65
43 46 100
14 53 100
57 11 10
26 60 63
36 29 2
4 60 6
24 63 49
49 16 47
27 65 82
64 25 80
51 53 50
59 24 63
39 49 98
60 10 52
62 21 54
16 65 81
26 51 71
59 50 93
40 20 100
29 40 59
64 42 61
16 64 57
60 32 47
37 40 26
1 45 43
4 45 97
58 65 25
65 17 62
39 58 15
43 1 60
16 35 7
64 15 20
61 27 34
37 63 51
6 42 63
51 53 40
2 62 49
53 46 30
34 56 11
24 51 6
16 31 14
51 14 89
40 27 71
64 27 7
51 63 67
26 47 68
56 5 91
33 44 45
61 34 28
6 56 96
14 16 98
45 59 48
33 30 3
18 4 65
8 38 76
15 32 47
57 33 99
64 49 8
61 26 1
17 26 1
37 12 16
40 4 72
28 62 95
60 8 43
24 26 87
60 40 31
55 21 1
51 25 66
13 27 74
33 46 1
19 2 63
15 57 94
16 9 78
2 15 61
7 35 29
50 54 98
62 20 23
65 10 39
38 2 69
12 25 37
4 30 75
17 12 93
36 15 51
3 10 72
38 27 18
49 45 22
45 59 15
11 44 23
58 52 48
1 24 98
60 18 83
39 57 49
49 38 18
59 65 47
28 46 82
31 13 45
18 64 60
4 55 81
31 4 81
22 15 52
19 25 36
61 60 1
57 33 79
28 34 85
9 22 78
49 13 87
44 32 47
45 57 45
39 22 40
12 51 21
40 65 32
51 35 46
25 20 18
11 58 33
10 33 95
60 28 1
3 29 16
22 9 70
20 43 71
2 56 1
9 3 41
35 18 18
59 49 29
5 47 98
43 37 50
55 21 66
63 16 58
31 36 23
36 63 30
27 1 97
17 38 53
6 10 40
28 57 58
14 36 24
41 8 9
2 37 1
45 3 100
65 3 37
65 41 63
43 23 21
17 20 18
46 20 93
33 61 58
56 15 65
37 24 81
42 17 95
9 27 16
20 57 81
9 25 55
17 47 7
53 16 29
56 14 41
62 27 2
7 34 3
43 51 96
30 38 90
41 20 53
1 42 45
7 4 96
8 54 65
47 8 44
46 55 69
63 16 25
40 13 81
33 46 33
18 12 91
50 65 23
36 54 33
21 35 72
6 50 79
49 46 77
21 50 57
22 25 31
56 60 26
63 52 68
44 28 6
25 16 85
22 55 22
65 60 44
32 29 76
20 39 22
43 59 54
34 25 35
9 41 25
64 10 80
12 55 69
59 26 3
1 59 88
40 46 96
1 11 47
46 37 5
64 3 76
8 49 62
21 39 60
46 17 32
53 16 32
58 50 47
1 55 95
6 63 88
55 6 15
28 59 61
43 54 73
2 13 15
29 16 67
23 28 56
36 19 43
29 10 29
10 55 66
12 1 88
56 28 41
38 1 23
31 60 26
49 37 75
28 43 93
39 49 67
54 11 76
60 27 46
3 22 81
64 23 16
17 6 53
32 52 4
20 49 11
17 39 86
39 61 54
53 13 74
9 27 71
36 17 72
23 20 47
62 63 10
34 46 79
42 21 12
63 51 66
10 46 92
23 16 49
55 57 69
18 44 94
38 30 12
1 44 60
3 47 64
44 14 6
41 7 30
11 9 63
32 1 28
33 56 25
41 27 44
29 23 28
39 45 41
20 21 60
57 31 22
59 21 87
52 59 67
24 20 5
28 25 25
37 10 83
27 33 84
7 34 48
64 54 92
55 39 5
2 51 84
48 59 18
11 27 93
38 34 36
46 33 90
24 14 46
12 35 38
29 63 77
17 26 91
65 53 73
27 12 38
41 34 37
46 60 48
18 48 95
5 15 18
49 21 29
63 47 35
8 55 88
14 10 19
6 60 30
61 48 6
22 17 77
12 34 55
22 36 90
62 45 85
49 4 97
12 49 71
57 49 2
23 53 60
44 13 49
43 27 39
27 6 56
46 45 54
16 52 22
32 5 6
27 56 35
27 29 81
48 44 86
64 62 63
34 33 97
59 26 25
41 58 92
23 21 84
62 44 75
34 62 16
17 37 68
61 45 71
30 29 31
23 8 6
44 56 81
57 55 72
7 48 48
5 47 90
2 34 96
59 52 31
2 17 43
35 27 100
3 59 8
9 44 48
6 65 84
42 6 65
15 58 3
9 47 53
35 28 37
30 33 99
59 24 90
18 20 61
12 51 88
52 48 28
48 44 89
22 33 1
14 20 48
42 40 71
14 65 56
22 11 98
12 42 96
22 63 1
14 31 35
4 58 63
33 61 27
6 62 32
26 7 10
43 56 23
14 2 93
54 39 70
28 55 79
24 42 92
53 29 81
54 51 44
58 14 91
14 6 99
45 46 7
46 58 66
35 19 63
39 42 75
27 7 99
56 35 69
35 12 60
29 25 33
26 16 72
65 44 56
3 8 14
16 3 64
51 12 12
16 27 12
61 44 63
3 1 11
62 25 18
39 31 43
37 51 22
8 57 81
32 22 29
61 58 83
34 49 12
20 32 91
2 19 32
38 52 71
19 36 13
11 41 14
40 38 84
44 47 74
15 22 29
63 43 74
28 5 68
10 44 31
33 44 49
28 29 53
16 19 21
42 1 51
48 10 40
55 10 5
63 7 7
48 56 7
37 62 44
64 20 93
55 54 48
31 16 79
5 11 65
15 63 38
19 61 19
29 64 100
1 11 16
35 57 57
14 26 44
8 28 8
47 29 62
45 47 55
62 64 85
20 44 19
32 53 92
21 45 45
36 8 25
42 57 81
40 57 51
40 62 22
61 31 96
19 3 32
62 17 22
9 32 20
8 44 86
17 35 44
46 55 18
45 56 94
10 11 86
37 17 89
17 16 67
17 1 87
19 33 68
