171 484
64 95 69
39 82 29
144 118 66
57 152 9
133 4 49
35 123 46
3 8 84
11 115 38
7 150 100
41 2 25
121 15 76
84 22 68
168 145 65
170 165 36
118 27 88
19 12 90
150 164 32
98 128 83
100 8 29
44 170 66
109 57 19
8 128 22
168 139 8
2 124 48
6 78 28
24 93 45
60 86 19
37 162 44
17 53 80
146 61 50
103 164 12
72 133 2
115 84 81
109 44 30
127 159 99
9 64 30
150 57 41
53 49 55
10 15 52
38 122 97
90 100 91
156 70 83
129 81 61
46 52 51
127 105 100
64 3 79
84 137 21
76 113 67
132 123 18
48 129 12
82 112 15
140 142 59
90 77 79
140 153 68
107 137 89
131 165 93
66 72 82
35 161 31
93 119 87
43 2 75
55 142 64
106 63 36
170 160 59
136 138 3
164 132 90
90 60 4
43 47 73
68 35 84
34 157 86
171 142 15
145 138 64
158 27 87
160 129 19
151 120 3
137 146 9
8 106 77
71 144 64
120 127 27
76 165 68
34 142 87
107 49 92
103 130 23
42 44 23
155 5 85
94 11 29
166 169 72
103 69 21
75 146 50
153 65 55
128 47 76
7 87 81
79 78 47
46 117 4
148 126 68
160 144 35
51 149 8
74 142 24
149 68 26
137 23 36
153 144 78
82 144 50
99 6 66
103 81 70
59 2 10
119 45 67
152 167 64
19 22 78
93 88 39
152 44 79
95 131 30
159 130 57
106 155 95
1 10 62
30 139 78
33 62 85
96 149 70
167 123 55
132 58 97
143 95 49
100 162 21
107 108 15
137 77 20
120 60 57
168 53 37
135 64 84
17 153 74
41 130 36
132 106 57
126 145 32
20 138 82
137 133 33
49 134 81
48 131 42
95 15 97
31 53 2
19 20 23
116 59 76
26 167 96
126 36 36
105 163 16
107 42 56
121 150 85
132 117 25
140 26 60
59 103 70
84 26 97
10 27 54
157 80 26
4 137 34
28 163 87
156 95 55
168 44 86
44 90 25
90 65 48
131 152 79
58 121 35
30 132 47
142 45 71
108 141 45
129 94 91
159 152 34
28 24 49
3 130 100
70 39 36
86 151 35
147 123 47
103 107 58
109 17 10
100 17 15
19 164 12
82 68 26
149 128 11
20 82 36
137 83 49
167 91 60
66 79 32
92 122 9
11 47 33
145 26 95
161 16 72
110 3 87
69 127 87
102 7 53
74 89 95
