158 2322
115 48 87
156 107 50
81 120 38
23 68 73
124 120 94
129 21 25
37 61 45
132 82 57
146 150 23
101 155 89
134 73 1
37 134 35
64 106 19
147 97 84
49 85 97
68 92 25
97 155 40
16 75 39
114 45 29
48 35 71
87 14 75
27 23 71
68 126 23
139 100 11
32 152 95
128 126 50
122 121 37
155 79 22
11 52 38
85 9 3
118 147 66
6 14 82
130 127 44
81 14 33
99 87 19
103 26 1
115 87 28
121 44 88
55 83 54
47 86 46
35 110 70
28 108 32
62 129 67
49 43 77
40 150 16
29 90 95
127 77 81
70 117 88
16 10 36
66 64 28
128 145 41
153 119 98
91 30 25
12 124 9
86 14 64
70 52 80
79 51 17
2 76 42
58 35 96
135 93 80
114 49 97
139 82 12
97 17 24
4 23 28
156 158 91
106 43 40
8 67 63
63 115 90
97 109 27
44 158 18
81 154 26
72 133 45
94 81 84
86 64 42
115 68 27
147 136 1
129 76 35
131 36 27
11 27 84
145 15 64
11 151 7
62 7 95
132 121 15
156 3 45
71 147 33
156 69 27
11 5 38
76 137 77
91 27 5
99 37 8
86 147 17
105 36 34
28 60 94
108 35 42
2 61 11
14 2 29
89 50 57
42 98 74
141 81 82
86 131 45
147 125 5
135 114 8
3 111 65
45 41 94
93 130 14
83 84 89
88 57 8
6 141 90
61 156 83
33 114 96
133 47 11
64 28 43
90 99 2
19 135 58
106 126 28
84 106 81
1 74 46
44 155 3
115 54 83
4 24 99
45 42 30
36 21 49
73 35 18
37 148 34
53 7 91
20 141 78
140 40 94
36 39 39
146 63 12
31 138 28
31 2 18
33 103 63
70 44 42
126 128 83
143 71 78
125 58 100
65 14 90
64 84 37
151 94 20
114 49 100
40 65 38
148 69 27
62 116 77
43 92 15
95 72 51
19 20 90
3 4 73
157 138 84
18 120 59
2 19 4
59 33 55
146 15 56
72 71 36
131 138 5
99 130 82
129 44 86
31 115 16
75 118 22
18 94 43
104 25 18
126 30 46
1 8 55
112 102 55
124 151 15
139 68 21
103 108 28
16 5 58
60 149 9
134 113 7
132 40 30
149 6 8
32 132 51
31 146 17
44 22 79
38 149 74
56 39 86
67 44 96
143 2 81
46 135 72
91 21 18
132 142 18
88 111 31
155 149 56
139 5 94
59 90 49
152 78 34
57 102 30
28 156 42
131 120 91
130 15 38
62 13 91
121 141 39
40 27 1
95 115 88
1 131 31
142 113 39
27 98 12
63 104 10
151 137 93
93 98 42
3 50 35
20 80 35
19 135 2
105 34 62
70 42 85
6 153 44
140 135 69
69 158 6
72 17 27
21 81 60
26 123 78
151 158 8
91 120 10
81 76 40
50 145 40
41 77 27
49 56 79
54 77 75
26 57 25
40 79 24
133 59 86
56 98 46
86 147 95
5 66 48
67 146 97
126 106 8
155 23 50
31 157 21
36 110 79
125 48 36
1 19 67
113 2 81
70 128 21
75 101 57
12 62 65
92 37 13
64 34 16
8 96 73
146 102 68
26 87 25
1 98 73
116 83 71
12 55 62
29 158 46
41 87 90
28 22 37
82 40 97
63 145 1
48 66 81
69 87 80
63 8 32
148 113 18
106 93 45
118 135 29
59 121 4
129 59 14
124 75 85
70 86 1
96 142 41
131 103 5
155 128 85
71 53 58
132 84 16
107 36 9
11 26 44
104 79 90
19 150 13
120 146 9
153 116 30
24 121 88
44 118 27
88 108 1
92 135 9
65 95 13
139 38 99
120 13 10
23 73 79
17 81 86
93 23 100
153 152 68
9 131 46
41 84 33
46 139 22
134 132 63
82 6 89
153 96 29
98 45 33
138 43 19
68 88 67
68 154 12
16 137 26
142 40 34
132 67 61
142 125 78
55 39 18
142 136 87
88 16 16
116 140 42
72 27 21
106 135 37
55 49 68
127 14 38
73 48 25
136 47 80
127 44 60
19 107 5
102 151 76
103 60 6
5 62 22
26 137 78
148 151 12
6 50 16
19 1 23
73 92 67
18 99 68
98 88 87
141 144 44
99 144 49
132 33 45
132 138 98
28 144 2
92 125 70
23 47 16
73 110 93
126 148 70
78 124 50
52 100 23
124 8 34
124 41 68
157 52 90
23 121 86
123 94 74
31 28 57
27 2 14
133 123 64
64 44 45
65 138 57
108 111 72
119 71 42
132 62 85
15 2 32
96 114 66
68 123 99
54 128 55
68 41 66
48 115 38
18 12 18
38 67 72
125 104 9
94 84 79
77 148 30
136 33 28
135 21 85
88 61 98
92 100 31
96 42 18
61 104 49
45 54 39
57 2 96
100 130 72
153 99 42
23 1 39
24 104 100
158 31 46
128 20 47
126 13 15
17 23 97
54 110 19
6 67 72
59 82 90
37 64 48
64 42 75
114 156 81
126 102 65
83 123 33
105 29 20
130 88 36
5 64 71
68 131 94
71 152 29
5 22 74
54 106 21
8 136 57
73 153 22
10 67 98
138 18 27
147 158 27
77 49 42
117 66 41
85 11 5
44 146 23
141 4 8
73 7 52
156 50 15
11 68 96
74 101 64
86 13 55
17 145 41
39 88 8
118 51 62
48 91 57
141 145 68
130 51 18
39 136 21
94 110 62
144 110 83
23 45 72
22 116 71
114 99 90
114 38 80
67 58 29
88 5 85
42 21 93
134 32 31
38 100 72
67 132 100
131 134 24
57 75 48
60 97 96
101 104 74
43 93 5
62 91 45
154 150 23
124 21 38
158 18 74
63 50 74
130 134 29
50 112 6
55 133 1
40 154 76
78 26 73
90 95 11
135 153 100
31 150 4
76 95 36
145 10 63
1 98 10
22 78 57
83 36 32
129 158 74
145 71 78
141 59 19
101 143 15
78 128 98
105 61 55
123 32 92
92 102 57
57 3 41
134 157 80
55 49 15
100 41 60
151 18 4
139 133 3
9 130 90
36 76 85
24 120 24
130 51 93
17 46 30
100 102 75
97 17 6
133 118 63
71 149 48
16 45 96
138 61 76
135 125 99
27 44 30
114 100 17
35 85 57
157 152 83
141 63 2
55 6 30
95 88 15
125 155 25
138 153 51
67 69 11
95 3 56
134 142 49
113 67 79
76 21 76
84 99 10
84 57 13
58 133 73
122 80 98
142 117 11
75 31 95
124 119 55
62 82 48
5 39 56
108 94 51
14 57 31
98 84 18
16 87 83
2 12 78
59 135 36
64 101 95
87 96 35
129 43 54
146 130 12
110 49 20
133 96 7
81 101 71
103 132 89
46 63 40
89 116 46
69 72 62
123 24 60
94 84 3
65 85 96
116 61 13
141 7 96
9 150 71
33 158 97
136 115 21
8 69 58
90 138 74
107 13 14
22 76 76
132 93 90
86 30 78
52 96 11
9 61 78
30 144 57
103 26 48
108 74 91
86 119 6
4 69 65
106 122 74
158 41 14
151 140 90
81 20 96
105 133 60
83 65 11
25 75 27
141 156 53
67 57 4
24 94 95
97 129 11
35 92 41
16 80 34
75 1 98
147 67 57
140 101 5
157 55 9
80 88 38
42 35 47
25 56 49
8 92 18
137 65 58
87 145 66
70 65 65
105 53 8
151 108 35
107 64 78
9 74 30
99 113 37
18 46 74
157 130 44
60 142 73
129 58 65
157 93 13
15 25 51
28 89 78
140 34 72
119 106 35
24 138 35
42 51 32
145 141 71
149 31 24
62 147 37
126 67 8
134 38 21
149 95 45
67 78 76
120 79 78
41 52 88
155 47 75
43 155 92
36 8 28
56 126 77
79 65 60
3 122 6
118 10 70
47 113 36
76 142 58
68 63 97
67 25 41
72 98 83
2 45 55
38 37 56
27 119 58
78 115 70
128 9 73
118 25 91
138 145 89
92 101 3
115 114 59
25 26 96
9 133 70
107 149 27
32 120 12
82 106 11
47 109 43
135 13 93
18 134 28
148 17 50
131 20 84
124 105 77
149 106 9
68 124 84
97 90 50
110 115 30
111 44 31
27 149 58
137 140 83
74 4 46
17 115 76
14 111 81
102 97 84
69 107 5
96 100 13
29 132 83
73 1 8
38 156 26
93 10 94
102 144 52
135 153 1
129 148 69
43 127 20
103 117 3
109 114 75
9 84 47
5 76 57
22 65 19
137 18 34
89 156 75
23 155 86
146 97 56
64 47 58
55 131 93
83 81 84
62 93 33
76 92 47
137 23 5
39 86 55
66 58 96
26 108 7
149 89 54
151 107 14
94 92 85
21 124 79
105 67 36
102 81 89
101 11 25
132 82 74
6 156 26
143 127 2
29 90 99
30 29 69
148 110 88
124 106 32
137 89 71
158 84 18
98 39 43
138 57 7
36 90 42
7 144 54
33 20 66
64 17 48
155 78 43
98 156 75
36 78 67
20 131 70
109 60 58
5 126 12
30 71 43
152 117 9
106 128 88
113 51 30
66 140 4
77 118 22
103 20 60
135 54 97
25 1 11
15 77 18
92 85 3
94 130 66
113 73 54
52 118 4
141 7 43
38 43 80
93 118 67
18 83 34
10 84 40
81 85 51
119 115 76
46 99 30
77 90 81
55 145 23
106 86 99
8 119 91
7 126 18
19 12 100
126 68 51
131 123 40
112 72 42
18 48 54
80 104 37
96 30 36
19 1 90
103 67 5
72 116 58
117 54 46
39 90 56
81 65 50
66 47 54
150 72 80
88 149 95
18 135 94
32 23 37
121 92 99
64 17 38
42 64 57
39 115 85
27 51 82
36 111 91
74 16 85
90 56 44
27 90 73
91 119 69
88 29 35
89 49 73
57 41 57
36 158 22
152 32 40
116 11 93
10 46 31
122 123 95
99 48 40
58 127 65
34 109 74
54 6 75
40 71 44
129 5 85
11 51 27
64 78 25
136 157 4
44 123 32
144 143 95
42 158 77
18 120 27
146 2 5
74 142 94
112 47 88
113 61 47
74 105 26
23 134 100
27 93 97
97 45 98
42 150 78
135 90 23
71 37 96
14 150 6
45 85 94
40 82 66
86 24 61
27 49 26
142 15 11
145 17 81
45 122 12
59 102 14
134 123 25
39 33 5
106 87 30
95 40 85
54 111 82
113 11 23
142 22 28
45 124 63
94 88 49
74 62 83
24 87 6
116 119 30
136 19 60
14 27 34
71 20 62
81 48 49
140 35 58
135 92 81
127 108 92
53 36 4
78 2 58
75 71 48
56 139 69
21 109 5
26 117 67
82 13 8
90 71 32
102 138 40
39 59 12
90 28 70
25 116 71
88 35 54
106 102 28
42 60 31
146 38 39
74 34 77
107 145 74
124 75 99
140 109 21
27 135 25
5 143 35
22 97 39
9 79 36
129 13 34
95 59 52
17 14 69
39 114 69
66 19 20
26 2 57
128 97 64
57 74 34
86 12 18
139 44 44
100 122 17
81 65 7
86 13 99
24 96 45
140 107 68
68 35 34
12 83 7
1 136 62
84 29 51
41 15 97
72 58 46
139 90 16
143 133 86
76 95 18
146 47 100
142 100 58
91 137 43
3 130 17
109 135 35
28 115 4
44 60 77
87 126 78
102 21 3
124 84 53
134 52 89
4 82 6
69 132 92
4 85 11
32 143 36
51 82 89
6 122 14
127 98 9
71 91 89
57 155 93
132 8 25
151 135 18
58 93 6
73 156 66
80 41 44
30 143 76
86 113 32
146 36 81
58 8 19
84 31 87
42 130 34
4 9 7
60 109 19
47 62 100
27 97 1
71 53 75
46 110 84
152 23 24
13 107 35
74 38 55
143 108 24
74 96 33
52 145 44
97 41 34
43 54 47
155 33 35
14 15 17
72 12 46
156 138 31
8 22 59
25 97 37
13 69 44
146 153 85
63 120 23
154 89 83
81 130 81
136 11 18
9 70 16
105 47 70
51 66 76
35 83 69
140 21 9
112 49 80
6 75 49
105 114 15
93 110 62
64 15 94
66 102 12
92 145 52
10 13 15
25 138 51
71 104 74
86 74 30
59 7 74
30 61 5
87 157 9
76 34 67
58 34 3
8 20 4
23 156 48
96 125 44
28 115 69
143 106 90
73 12 24
78 107 86
34 151 93
13 45 86
11 112 59
100 59 39
90 54 34
99 127 62
107 104 12
28 135 19
58 49 23
57 18 67
68 57 14
46 51 2
122 41 19
116 64 19
64 83 18
52 11 11
47 54 99
59 84 47
105 72 89
23 103 55
131 134 61
90 38 67
149 51 65
34 46 53
138 112 25
156 111 44
97 103 61
139 106 74
58 99 1
106 19 62
92 72 58
55 121 64
64 113 18
46 80 6
21 72 11
118 48 43
27 7 51
3 98 4
125 105 71
73 51 86
128 147 97
116 10 24
48 89 2
144 52 97
91 109 36
131 32 27
149 59 46
5 24 2
24 154 82
20 53 94
155 104 75
22 104 88
20 24 67
26 40 8
158 31 27
124 88 78
138 130 92
16 28 45
89 16 29
92 64 67
61 5 29
22 49 8
54 150 73
101 114 30
145 7 71
19 129 13
36 72 8
126 16 6
42 80 26
158 121 41
135 10 6
56 97 94
71 142 45
1 81 56
78 6 86
108 15 75
42 114 24
64 88 64
131 109 79
158 83 50
39 116 52
95 120 84
70 132 4
150 34 55
15 134 14
148 27 23
89 145 12
19 47 36
43 71 70
84 144 55
67 79 97
120 75 21
102 31 98
129 90 51
102 54 81
87 28 81
107 39 91
73 19 21
117 109 82
51 33 98
47 55 8
35 96 58
101 64 19
103 14 98
109 105 71
20 95 58
58 92 86
50 46 42
157 133 97
133 83 74
10 5 94
6 106 92
69 52 5
94 57 50
47 44 7
155 69 20
72 151 7
52 4 73
136 153 49
76 148 23
144 81 99
49 2 3
40 25 28
9 52 31
122 16 68
100 99 10
92 66 79
128 57 40
64 95 34
45 72 18
42 129 34
67 40 96
48 97 71
58 25 9
124 13 28
99 72 60
52 127 35
105 145 35
84 61 10
114 143 68
113 52 62
68 85 47
9 139 40
39 71 11
34 103 28
85 38 92
136 72 74
135 55 16
53 88 17
85 127 20
139 26 43
33 57 28
103 50 11
84 26 30
8 135 17
29 21 57
122 95 45
129 48 16
76 131 68
18 5 74
103 156 28
17 114 37
28 86 74
84 117 4
133 79 30
124 66 53
122 17 18
38 84 76
74 97 19
32 117 26
13 21 26
43 153 84
31 68 58
98 146 82
32 97 53
38 134 18
106 66 48
135 23 82
127 26 74
86 106 64
33 113 58
130 38 9
67 72 38
119 111 42
158 105 26
65 75 50
84 103 82
4 94 5
89 10 68
26 112 52
70 114 93
115 73 23
98 94 49
10 14 2
44 145 1
121 126 56
84 116 57
3 108 80
99 110 54
122 91 65
92 149 80
126 116 63
129 69 29
66 149 1
13 17 10
94 127 89
141 12 7
1 125 32
26 119 68
69 48 100
26 154 62
10 133 79
1 93 85
125 111 38
45 138 87
38 150 96
120 3 79
9 41 1
143 55 38
119 131 91
30 28 92
143 21 45
36 44 58
47 69 21
91 111 42
45 108 37
121 18 63
44 77 1
8 24 9
64 55 63
48 67 65
86 44 78
20 30 7
3 79 71
125 12 73
143 98 84
7 44 18
113 22 19
81 54 75
20 125 15
44 47 94
28 124 45
7 62 8
93 1 23
4 38 36
82 81 9
139 114 72
79 85 6
128 101 3
83 100 76
44 97 36
73 108 4
24 115 27
88 77 82
54 156 48
146 141 77
51 11 21
109 134 40
104 85 94
59 65 68
116 119 74
142 33 86
19 29 55
124 38 19
7 15 89
28 145 81
19 16 9
15 51 25
78 157 76
10 141 45
135 68 33
153 98 57
109 79 81
79 64 81
65 89 14
60 71 92
121 44 47
63 45 8
13 125 40
99 2 56
152 155 50
12 106 94
55 147 70
108 75 83
62 53 72
114 65 59
62 45 68
13 33 78
155 31 61
131 134 50
15 145 51
41 6 51
114 116 61
75 20 23
115 89 68
142 96 11
65 125 93
88 66 62
77 92 20
52 49 4
37 30 43
85 5 90
151 18 53
49 50 88
69 29 66
140 99 28
31 2 46
117 91 50
147 17 40
49 8 91
114 125 87
109 130 1
156 31 18
2 102 30
26 58 46
95 43 21
10 98 79
48 150 43
139 141 34
82 49 1
77 20 8
71 83 7
142 52 66
11 145 71
94 49 68
144 84 47
22 2 65
108 62 18
100 62 65
122 53 9
2 152 8
53 150 37
43 84 16
100 64 74
106 128 92
109 130 14
48 3 1
79 4 34
67 157 29
73 147 61
93 98 57
114 120 21
58 147 57
6 85 68
110 157 83
86 24 62
152 58 48
132 18 11
37 144 18
129 81 94
109 36 91
107 83 30
51 23 60
52 132 28
83 150 34
33 24 53
119 110 87
148 47 26
83 21 5
13 14 31
13 151 36
70 112 56
137 155 10
69 80 79
134 118 68
14 36 35
4 134 87
11 125 83
148 30 58
28 121 90
53 47 15
32 44 64
11 94 95
15 86 89
131 38 57
111 146 4
133 88 56
93 83 31
137 96 81
137 43 75
72 104 65
59 37 20
32 109 85
149 7 76
94 37 61
12 103 10
31 108 8
27 3 50
93 150 93
63 96 16
68 81 88
34 94 71
59 154 52
121 48 10
153 13 33
13 45 9
7 33 13
59 146 84
8 21 7
138 3 64
34 49 41
22 80 72
17 11 37
130 131 87
157 131 53
111 102 59
13 4 93
81 125 59
143 67 57
147 72 77
30 93 37
149 156 69
113 149 20
14 141 41
128 65 5
63 106 37
101 29 35
58 141 65
19 149 40
79 147 27
126 85 75
123 20 65
83 69 12
134 65 24
148 99 3
24 124 5
12 26 40
45 63 51
81 96 9
94 85 91
52 13 15
57 121 16
62 8 12
12 106 5
78 94 24
154 11 28
142 79 13
83 97 88
110 48 12
78 114 38
106 2 53
46 4 91
28 23 15
100 9 95
63 26 63
30 38 55
139 9 77
45 72 33
139 2 38
131 23 22
65 128 51
145 35 93
105 137 46
142 126 71
81 45 25
60 20 86
141 53 56
79 63 18
39 85 10
124 67 99
157 92 56
98 75 24
98 108 58
96 153 68
94 146 92
105 140 56
78 25 22
34 54 86
97 26 56
64 46 21
3 120 79
5 145 84
146 24 85
134 107 52
97 34 32
76 3 19
134 142 9
36 151 88
132 100 99
104 111 38
122 70 8
71 60 92
11 82 83
149 29 52
57 117 93
40 53 100
146 139 43
6 79 84
89 96 51
19 117 59
52 31 36
88 122 16
81 86 47
102 75 63
26 90 43
100 155 31
13 46 75
7 13 56
158 31 61
79 103 44
137 93 90
141 105 93
141 65 20
59 77 54
46 78 7
155 147 70
127 116 67
158 119 61
20 146 63
101 111 53
70 13 25
74 49 56
18 16 16
92 150 24
87 72 51
108 66 70
131 86 9
20 64 29
121 123 2
28 74 69
92 82 5
125 65 45
82 141 21
20 46 17
8 41 100
122 109 70
2 52 87
105 64 28
73 141 62
136 27 97
34 73 67
135 65 12
152 72 28
104 152 29
74 28 10
75 88 85
54 92 30
142 139 92
34 20 97
119 10 45
35 117 58
114 155 1
136 120 37
72 63 59
51 20 72
148 39 67
45 12 84
99 117 26
140 11 71
78 80 82
66 71 15
57 15 76
147 100 50
88 133 20
80 94 14
111 70 54
108 12 52
17 58 65
141 89 80
43 38 84
53 15 27
48 12 85
36 124 42
149 136 1
141 72 27
145 117 83
43 62 32
18 27 57
143 110 51
23 95 65
85 132 35
11 85 33
3 94 43
142 11 41
81 115 77
8 74 87
123 9 3
39 106 26
109 19 37
51 100 50
33 14 39
27 156 45
155 66 85
154 82 61
53 155 15
16 38 95
79 63 96
38 75 7
31 134 47
103 40 18
152 56 15
52 59 78
6 83 34
105 28 73
83 123 51
63 81 53
119 62 81
23 4 39
25 65 48
149 96 63
129 30 24
47 73 81
54 66 88
2 45 51
4 146 96
135 52 45
135 117 25
78 13 18
118 17 83
19 31 93
82 17 42
20 27 91
14 21 26
131 39 57
19 108 84
44 115 53
148 35 64
109 80 2
135 14 54
81 135 9
102 15 6
157 132 40
32 61 44
44 67 18
39 82 68
71 116 43
142 158 86
146 9 48
98 92 60
128 46 13
46 10 94
68 6 29
9 134 8
74 102 24
92 58 99
129 76 9
110 132 56
54 5 90
124 32 66
88 114 95
64 53 92
46 20 80
15 149 13
78 34 59
41 79 33
61 116 8
151 132 31
147 73 40
92 83 48
34 58 44
36 16 39
105 47 18
92 127 91
16 108 41
84 149 3
7 113 49
13 31 1
95 112 71
89 69 44
115 4 79
101 86 51
73 44 64
54 40 61
61 54 10
95 27 5
95 86 91
91 16 54
153 77 65
99 71 16
118 146 79
83 62 44
68 95 12
144 92 43
94 103 31
154 120 31
107 134 91
118 25 54
42 136 52
137 127 35
99 106 95
35 9 81
158 140 36
67 117 92
106 64 63
105 141 74
127 92 7
43 42 11
122 114 96
86 108 12
78 138 21
72 105 26
41 55 38
90 119 75
15 157 7
82 30 100
24 33 15
88 75 93
72 54 66
154 149 72
83 11 55
47 145 50
87 28 49
152 38 62
58 82 5
89 93 90
37 131 77
99 77 45
2 43 70
9 16 99
137 73 77
45 94 28
36 112 38
128 97 67
116 55 3
16 134 25
107 127 64
91 153 50
93 84 91
146 127 91
71 118 91
53 111 50
34 15 50
97 124 68
150 59 70
98 10 51
64 16 33
157 50 66
92 112 78
141 42 59
97 43 36
93 29 47
82 76 85
63 148 41
1 24 9
92 86 25
56 50 97
35 108 13
2 17 31
6 134 50
51 140 61
41 35 50
66 32 91
88 126 49
153 143 14
31 42 19
58 108 11
81 1 2
3 78 94
75 10 67
94 72 11
104 114 83
114 20 1
76 148 4
124 54 69
137 92 44
136 14 100
25 125 5
99 83 78
139 7 34
76 108 53
59 112 47
48 31 22
109 2 16
30 133 66
14 63 78
30 31 18
125 104 72
63 94 19
122 147 96
63 39 3
151 69 48
132 118 57
138 8 27
84 82 50
120 127 38
115 92 27
14 99 36
69 149 17
136 125 30
59 94 6
134 136 40
1 2 97
35 116 7
85 10 10
142 58 54
89 153 80
48 93 59
137 149 39
9 22 2
151 54 46
132 31 30
156 100 66
106 18 12
142 57 94
116 52 80
111 17 69
14 149 14
143 123 6
76 4 93
118 34 60
70 133 74
28 7 27
70 97 8
54 84 29
84 93 42
76 72 84
94 34 10
74 130 33
103 128 68
19 54 91
137 100 11
89 70 59
49 111 2
97 36 79
129 131 8
115 8 19
75 64 5
65 61 97
125 117 81
136 15 27
6 107 5
57 119 24
18 62 13
120 54 44
34 154 44
51 13 81
50 17 84
97 76 13
155 6 33
24 59 2
144 59 64
42 118 53
104 80 29
63 132 13
32 74 27
114 4 1
20 106 28
53 131 71
152 34 26
81 5 65
146 2 53
131 157 71
156 37 85
138 158 82
147 116 42
144 6 30
93 149 33
48 15 22
99 124 54
22 63 100
116 113 22
154 69 98
52 34 25
16 27 13
133 131 47
128 50 69
72 20 15
117 86 9
51 24 72
39 67 46
122 39 98
75 74 9
62 14 95
89 72 58
16 83 29
108 101 6
95 156 79
132 3 14
140 21 2
75 95 68
117 125 85
117 131 16
114 54 100
151 155 37
62 133 51
61 13 54
142 66 2
80 108 58
1 32 63
93 145 12
156 96 40
59 49 64
53 44 51
154 73 1
8 61 29
10 107 57
109 52 59
146 87 2
143 84 59
2 7 36
39 57 15
125 136 61
67 29 24
16 2 54
104 75 25
6 158 53
158 65 23
89 24 36
153 72 45
42 118 20
10 94 95
18 56 58
132 53 6
15 107 87
90 14 76
54 121 49
157 71 77
52 102 42
66 136 15
108 152 47
89 54 36
148 8 35
151 8 8
90 34 26
78 146 20
140 67 44
147 67 9
3 135 59
77 124 56
18 21 77
127 118 59
77 34 19
4 65 24
141 48 35
122 113 14
157 115 97
118 26 17
14 51 51
83 150 48
15 88 50
158 111 8
51 93 26
57 60 39
104 59 35
99 43 74
63 6 2
36 85 43
128 61 23
50 35 53
102 48 5
62 144 64
108 150 99
6 33 48
47 72 95
27 156 1
3 2 37
144 124 87
139 76 57
1 62 58
114 60 82
24 109 45
96 14 51
43 16 29
55 117 36
29 134 91
96 131 78
106 46 21
7 52 64
134 52 29
78 98 77
142 51 83
96 82 78
107 14 42
3 154 26
114 35 30
144 8 33
98 29 63
75 68 30
34 135 1
67 53 61
55 27 83
143 6 47
58 36 50
147 42 91
71 62 60
56 32 79
114 115 41
18 34 6
110 25 53
30 101 14
130 117 45
9 78 86
128 118 17
82 67 35
89 61 6
138 136 77
144 58 11
112 103 1
117 15 27
19 70 49
80 62 48
112 42 27
112 83 28
118 147 9
123 121 46
119 89 9
49 62 33
38 142 43
9 40 73
24 51 30
155 158 6
16 134 50
100 69 3
56 97 77
124 36 28
133 83 67
121 152 99
97 32 10
51 71 95
25 45 52
16 77 46
145 101 75
151 92 72
123 94 5
58 88 86
30 112 19
63 136 92
11 46 41
132 62 16
74 104 39
28 93 93
134 133 69
4 89 37
77 137 96
106 155 16
5 137 81
68 49 81
18 81 49
84 142 77
32 67 69
41 4 87
144 50 2
35 80 61
42 106 16
106 20 56
7 142 45
154 81 32
108 79 55
55 27 86
29 13 74
43 107 97
39 113 86
37 132 100
52 131 3
10 85 65
132 92 16
37 18 35
97 46 43
143 32 44
94 33 49
12 98 33
123 97 29
4 70 37
50 3 63
90 94 10
30 141 31
72 11 96
94 3 62
105 149 11
22 129 67
68 83 92
80 119 33
130 92 81
60 150 43
21 103 47
16 152 66
50 104 87
86 90 76
86 43 1
128 139 56
136 128 60
65 22 32
13 89 9
20 75 76
37 13 18
4 134 35
156 28 35
74 84 50
139 21 55
114 6 45
50 24 99
31 54 8
37 100 22
63 75 44
81 32 90
79 71 26
108 73 87
33 5 1
91 43 31
31 151 62
79 32 34
23 141 84
31 155 32
129 23 55
102 42 21
47 37 48
75 114 80
46 32 26
139 73 79
99 53 6
141 76 21
103 63 85
87 22 100
60 1 54
93 112 14
80 147 85
133 37 16
11 62 73
138 22 26
112 11 81
43 87 85
134 81 3
124 111 43
33 14 63
156 57 47
67 102 8
104 90 68
86 74 58
138 32 75
72 90 91
102 125 32
74 67 100
86 116 60
106 157 42
154 98 65
68 63 81
58 128 80
39 22 28
122 26 63
11 51 77
117 24 50
25 104 36
133 90 40
5 145 42
52 7 69
5 102 80
36 32 53
97 113 18
132 146 88
1 78 83
117 53 85
37 100 25
139 100 22
21 156 33
14 141 87
28 61 75
85 82 84
22 57 27
48 127 21
114 1 55
93 91 66
52 15 50
32 41 94
59 1 18
122 125 23
121 14 76
24 79 80
139 96 29
75 114 83
43 52 95
91 8 97
33 51 61
58 90 43
42 94 97
65 35 72
137 75 36
144 20 65
136 124 47
14 141 100
108 46 13
111 141 82
42 57 35
151 157 84
84 66 29
113 112 17
86 158 24
67 135 8
