198 9492
103 146 65
180 80 64
197 35 32
164 152 79
61 73 49
105 1 85
136 133 75
180 22 59
24 34 29
69 63 54
68 87 34
174 112 54
153 196 84
95 3 87
88 197 24
59 29 72
72 93 42
152 176 81
53 184 48
54 5 70
40 144 25
31 88 86
87 80 1
192 129 1
96 71 83
131 108 6
155 179 53
31 123 43
111 11 72
165 130 98
187 41 14
16 63 50
29 128 66
165 95 77
19 17 43
94 38 54
156 168 23
81 191 55
123 167 14
152 59 31
59 50 23
143 144 31
18 194 9
97 65 67
81 91 53
74 70 65
27 51 91
1 119 30
56 57 42
51 155 90
86 126 69
192 171 11
1 99 88
68 197 40
18 134 79
59 89 72
144 98 97
121 144 96
14 173 22
44 148 98
193 92 99
27 155 40
86 196 20
98 42 29
154 113 8
34 186 79
73 59 64
176 29 39
110 80 16
147 35 42
14 168 28
65 50 25
117 96 6
72 134 69
2 155 27
125 14 48
61 97 1
153 128 60
98 187 16
95 57 26
20 182 69
174 162 22
35 36 55
198 118 63
27 59 49
79 124 43
143 39 85
123 173 84
116 133 46
171 66 30
197 133 54
138 139 7
36 49 78
82 51 31
165 69 50
68 90 11
111 144 38
154 198 65
150 145 5
91 183 52
92 18 46
67 145 40
84 120 67
82 168 27
188 33 95
5 77 44
13 121 22
177 144 67
170 2 18
40 64 4
187 197 85
133 24 8
17 107 28
114 45 97
64 152 59
94 67 84
39 178 1
125 30 5
146 113 65
195 184 85
122 141 47
66 81 28
119 69 35
83 171 42
7 176 57
147 182 51
21 169 29
142 77 93
180 143 41
164 189 67
191 134 91
175 52 49
161 43 69
21 25 21
109 130 61
46 29 45
120 179 52
153 100 68
37 78 35
155 65 47
113 107 18
105 15 25
49 102 87
166 113 79
8 99 79
32 124 78
194 90 22
177 194 22
145 106 14
151 156 60
61 101 82
159 4 99
45 136 36
68 156 68
122 108 4
138 122 29
49 30 39
113 53 24
40 10 23
76 102 30
58 150 6
76 188 33
166 175 31
13 88 100
131 16 1
66 152 42
158 21 39
85 124 92
156 67 13
186 62 91
94 90 57
130 123 96
191 143 45
190 4 91
170 4 90
104 143 75
140 15 79
100 169 79
176 20 19
112 29 23
162 78 49
5 145 66
54 80 70
65 86 44
41 194 49
194 82 36
108 195 68
25 75 38
88 72 20
156 192 21
95 112 21
121 94 88
49 83 63
71 155 82
140 133 84
150 116 70
80 93 100
66 32 74
117 198 96
192 92 66
101 62 58
138 24 5
169 187 99
147 28 81
54 19 73
80 83 55
148 122 93
168 100 19
153 8 37
161 65 96
61 97 43
13 133 61
59 195 28
42 44 4
114 34 4
1 105 79
180 160 74
119 24 92
179 60 18
146 56 4
66 126 15
70 163 67
78 151 26
135 4 42
193 15 55
111 33 20
20 2 72
118 136 77
194 47 68
31 166 50
79 161 44
5 87 87
197 34 9
38 144 14
29 88 75
198 17 66
25 40 6
77 186 80
132 102 37
20 170 6
28 105 52
46 37 86
41 29 92
56 98 3
96 80 68
126 134 27
31 93 43
81 5 94
108 132 95
43 74 48
38 10 91
51 148 10
12 187 54
160 195 47
57 111 26
82 76 35
56 52 8
92 145 61
62 54 39
195 180 21
127 85 88
7 38 57
90 75 89
73 176 20
4 44 76
89 134 26
29 90 97
87 95 43
37 147 69
145 139 4
103 47 62
51 18 21
183 188 42
41 183 20
165 166 51
127 80 94
25 51 33
116 140 9
55 45 65
159 136 31
51 170 11
2 76 44
27 163 66
175 167 27
33 181 18
69 158 38
37 36 93
70 53 46
130 156 86
117 111 72
13 82 98
16 172 77
155 39 49
160 86 9
7 35 1
51 184 67
161 80 83
155 134 57
180 20 2
100 16 64
77 67 91
186 37 32
7 148 63
135 173 52
143 68 49
180 74 9
84 112 28
66 16 51
114 70 50
130 84 38
26 124 3
87 164 11
30 34 14
29 38 41
43 58 29
63 138 53
112 94 86
146 60 98
194 191 21
139 194 52
117 115 19
148 125 83
16 94 22
55 123 82
88 100 80
7 146 74
29 72 39
84 33 85
48 60 97
91 131 64
114 65 56
30 134 73
12 182 86
117 11 83
45 125 53
62 174 66
117 129 38
79 16 15
55 132 23
27 74 91
33 51 42
177 108 23
135 134 73
102 89 58
182 70 49
20 46 100
198 101 45
40 128 46
180 47 10
2 110 31
32 45 58
114 65 69
78 91 54
14 160 72
80 62 51
79 80 13
177 57 34
53 198 69
43 68 33
81 114 66
110 64 24
67 130 31
136 31 42
99 176 79
190 29 44
170 70 44
128 36 80
141 6 44
172 63 96
1 119 32
119 93 18
155 186 71
123 137 29
124 135 37
114 69 16
181 148 42
58 50 85
194 91 45
108 103 25
115 101 29
39 184 51
99 174 90
122 45 86
18 166 33
112 188 97
89 28 2
54 118 83
117 17 8
38 61 71
21 105 20
63 26 80
4 17 52
58 96 29
75 166 78
87 73 97
79 10 51
175 73 84
76 25 69
75 99 24
114 161 32
115 8 80
31 11 59
139 151 34
146 90 70
134 87 77
163 194 19
119 2 34
151 74 34
99 27 26
33 173 7
15 49 55
20 191 12
70 185 15
33 194 29
133 101 72
135 57 94
27 73 70
65 133 38
76 122 15
23 44 51
134 86 10
72 156 72
45 135 83
112 154 58
157 94 11
49 160 17
20 195 23
192 154 35
45 172 86
16 92 18
168 59 8
27 1 59
28 130 5
23 122 11
165 47 10
193 149 72
193 168 85
121 16 23
87 160 55
19 192 21
181 76 20
123 191 52
101 118 74
71 122 56
53 69 48
112 17 66
168 54 51
83 102 65
119 32 10
84 1 67
53 110 22
119 117 54
41 186 93
54 24 43
187 94 93
144 59 79
14 176 1
168 101 18
30 9 12
83 173 66
104 146 25
133 179 18
67 177 64
165 31 15
107 14 15
155 117 37
52 84 36
66 127 95
64 45 32
67 193 8
91 177 6
44 163 23
24 42 85
30 161 2
107 93 15
55 165 26
16 66 99
50 40 59
36 38 38
89 47 44
145 99 97
176 43 5
32 105 43
47 46 28
83 175 4
66 90 68
3 171 29
103 78 72
175 123 65
65 51 52
61 5 93
65 185 52
187 110 50
165 56 85
55 58 21
140 63 14
71 151 73
19 22 94
137 37 81
75 160 63
43 45 20
96 53 86
188 139 81
40 121 98
86 57 13
75 35 68
51 3 36
74 98 63
115 31 12
31 117 26
9 123 44
55 30 80
90 65 74
159 77 3
7 46 96
47 10 88
76 162 32
26 73 82
144 79 20
26 163 12
72 30 56
71 33 94
165 78 86
14 104 87
114 185 17
130 30 4
119 84 24
60 17 55
138 112 56
132 128 79
48 71 44
103 108 85
50 44 19
117 41 6
51 37 47
155 10 21
40 28 4
119 100 89
183 63 23
92 153 49
99 72 26
182 108 62
135 6 90
177 158 46
102 162 65
159 104 11
151 111 35
2 130 27
186 105 21
175 138 12
195 157 26
77 7 80
103 29 34
20 131 80
61 71 5
103 105 29
145 179 65
33 134 70
58 34 37
129 164 13
139 22 96
158 19 61
182 147 3
194 95 60
109 198 10
70 21 83
20 59 69
114 63 23
36 58 76
36 11 1
189 62 9
138 166 22
98 11 89
11 47 49
73 144 70
3 108 69
17 183 80
163 166 25
105 100 69
55 24 8
157 131 69
100 16 53
60 69 32
177 31 75
35 45 66
47 32 51
8 159 29
121 185 72
27 119 25
121 188 77
44 80 67
58 35 100
20 183 81
132 58 66
142 67 78
36 155 22
81 106 97
190 181 91
30 55 62
169 79 18
112 24 16
127 47 40
85 115 87
45 90 85
19 66 58
74 60 52
133 21 9
189 138 17
190 53 27
78 8 32
193 160 33
90 81 3
153 80 8
184 191 56
141 16 92
71 142 66
105 179 82
82 70 33
23 96 26
51 137 78
168 173 70
56 83 73
27 70 82
148 5 20
82 184 54
1 157 71
176 59 68
80 88 93
117 31 27
5 83 63
92 186 26
175 85 94
77 189 59
82 75 3
150 56 100
119 165 55
98 24 54
32 184 98
106 178 43
3 125 89
19 112 79
146 105 85
161 114 32
47 117 84
160 57 87
2 43 87
129 105 51
170 184 91
170 143 53
156 67 83
82 197 6
173 157 97
94 43 52
92 49 34
62 134 9
38 191 49
176 117 22
91 130 83
49 131 53
156 73 19
98 68 73
120 146 79
19 59 44
191 133 6
118 150 56
140 79 26
115 71 31
30 126 89
183 184 18
86 57 81
155 193 76
113 152 49
62 140 66
93 88 6
104 61 89
127 155 70
184 23 67
88 138 40
142 156 14
77 110 21
132 98 83
14 36 21
128 38 47
34 114 22
112 169 49
127 106 70
1 114 77
10 51 95
198 38 61
53 150 13
104 184 51
176 31 89
142 144 17
114 66 26
20 68 52
7 22 49
43 181 46
149 167 51
94 151 69
74 30 94
70 158 22
183 99 14
127 85 24
92 115 54
31 135 97
58 66 44
158 20 75
175 184 75
161 48 54
9 173 67
167 166 31
191 183 82
191 116 92
179 193 65
24 168 79
118 172 33
73 38 22
139 10 33
43 167 3
182 22 63
36 11 56
195 180 78
81 9 14
44 166 68
198 187 59
157 171 75
140 20 51
163 74 77
13 3 34
90 82 41
192 100 30
120 73 61
166 155 67
195 133 87
155 86 97
20 93 14
198 116 7
130 190 20
124 111 58
49 54 37
82 112 28
136 76 55
143 157 57
12 117 28
25 46 96
31 3 75
46 154 44
141 153 31
74 92 59
63 125 50
28 67 72
177 46 7
64 159 79
198 106 83
150 165 85
3 95 23
132 134 8
166 53 32
140 15 70
9 80 94
30 15 58
43 52 12
99 100 7
1 174 66
152 46 17
168 179 61
165 190 10
157 50 40
54 31 61
82 184 1
7 143 18
179 76 41
83 159 62
140 153 17
164 82 79
174 72 41
165 137 39
73 92 45
120 56 83
30 117 82
104 134 30
161 169 23
20 44 47
42 196 2
30 75 58
108 138 90
50 86 69
91 186 70
80 99 27
124 55 88
190 191 42
11 27 97
28 90 45
53 177 67
1 10 62
78 63 12
8 49 36
53 116 57
42 22 7
101 60 97
75 51 14
6 33 98
99 181 66
19 31 37
11 1 81
155 70 61
39 193 36
151 97 5
36 123 97
147 195 77
144 37 25
45 64 5
56 36 42
173 75 96
43 96 44
28 4 99
181 28 34
127 28 84
127 188 73
102 21 78
9 12 70
96 34 51
39 19 41
157 187 41
60 19 66
172 169 27
26 135 36
162 29 2
29 30 61
198 68 59
184 7 33
1 3 35
194 193 5
133 39 56
30 123 88
9 182 50
27 106 99
195 184 10
54 39 32
28 101 8
179 33 10
78 34 88
17 147 25
190 3 61
71 145 27
5 68 78
28 77 65
26 21 28
76 115 56
88 122 100
61 14 25
123 78 98
157 85 6
6 196 51
23 104 1
113 177 2
196 13 44
127 55 28
101 151 66
33 9 77
45 172 22
70 118 18
180 155 97
178 55 17
61 129 69
190 63 88
165 177 56
77 50 21
37 36 84
132 49 6
12 122 77
150 159 83
46 38 32
60 99 21
7 54 5
35 33 58
156 37 59
65 116 20
162 95 22
84 119 59
179 91 85
21 7 26
182 154 21
159 120 91
31 116 7
153 175 5
120 15 3
192 21 98
144 122 71
134 12 94
196 126 55
117 194 74
73 109 91
73 183 40
52 167 7
171 17 38
125 196 73
141 2 75
128 23 62
80 188 20
73 7 43
149 37 22
185 36 67
131 111 55
142 162 88
21 11 37
33 4 96
29 154 99
44 124 31
35 130 4
22 71 55
3 88 75
194 81 32
116 131 21
163 191 33
83 168 45
45 41 87
34 27 53
132 101 7
87 27 10
67 47 11
32 136 83
42 125 56
39 170 10
30 101 8
140 152 22
33 75 97
49 106 93
132 16 84
78 158 99
56 63 96
198 177 31
116 33 21
99 149 75
4 108 91
117 53 47
150 95 30
144 130 29
53 176 42
39 18 33
15 94 86
92 143 72
43 110 21
87 78 69
14 109 17
146 45 100
53 115 62
171 85 47
74 77 61
15 10 92
74 10 71
4 136 45
133 181 97
30 82 8
89 195 93
154 93 46
3 115 83
109 146 90
46 67 62
108 27 21
111 198 12
107 163 6
193 99 95
27 2 47
115 100 61
116 95 94
9 46 2
141 135 41
89 98 52
34 91 64
107 164 86
82 109 16
34 154 83
140 24 92
42 170 17
85 63 46
31 157 47
56 170 33
110 2 89
180 130 25
59 186 38
69 196 13
167 23 35
160 8 38
105 161 2
23 90 37
85 72 71
1 89 22
111 167 15
19 74 44
108 116 89
97 184 7
33 194 20
52 61 54
120 141 100
133 18 65
166 79 61
182 171 67
151 65 97
181 14 59
102 167 92
60 169 51
82 4 33
97 35 5
61 141 13
149 160 50
110 17 23
20 93 3
9 131 72
69 54 27
153 102 13
39 84 66
85 127 20
176 60 95
17 44 86
137 89 7
65 41 39
58 42 39
166 141 13
31 140 69
141 51 9
195 170 35
89 115 72
187 118 91
196 151 46
145 5 63
43 159 6
48 105 88
25 30 33
171 147 82
106 39 90
77 122 73
57 36 32
65 179 94
164 83 51
190 5 30
140 76 69
78 195 87
34 178 35
50 17 90
133 27 19
68 148 79
168 69 57
132 152 51
142 65 89
74 100 30
39 21 23
165 12 20
136 73 15
109 33 13
176 16 65
189 40 61
40 180 77
183 62 83
42 152 93
76 144 20
136 27 20
140 52 18
79 35 74
179 159 28
32 170 15
21 62 30
164 198 14
149 147 70
33 29 100
138 59 87
161 112 67
27 123 29
80 49 74
197 120 80
76 174 20
55 22 89
109 35 35
89 20 90
99 84 1
51 102 33
126 43 51
69 32 92
152 83 22
37 61 50
135 104 24
63 98 16
23 160 81
85 13 1
68 128 96
91 130 19
156 78 33
161 105 40
80 67 40
38 105 66
130 48 49
160 163 18
117 89 38
88 116 96
177 96 85
76 152 99
107 60 84
194 43 50
108 96 31
3 44 86
11 120 34
145 1 37
188 189 27
165 185 31
122 65 3
104 143 94
33 67 58
58 145 31
125 54 47
155 22 22
148 187 43
68 102 56
190 140 55
145 133 48
104 110 38
194 107 48
38 181 74
15 172 50
98 63 28
87 137 20
40 137 59
119 2 80
105 60 5
94 176 62
112 39 33
94 52 26
40 53 65
124 102 40
142 88 58
57 102 78
90 100 18
63 65 94
94 54 72
124 156 47
159 139 80
2 19 42
159 111 18
95 167 97
30 136 29
9 99 17
148 8 54
113 117 98
83 61 97
127 64 22
36 88 10
78 166 17
45 47 16
154 122 10
38 45 41
172 178 91
30 192 82
89 173 11
5 162 92
61 118 84
8 150 79
107 95 37
46 175 26
161 154 12
193 128 59
62 107 43
133 177 5
14 156 92
121 58 66
175 12 25
88 13 51
70 67 82
74 87 25
144 145 44
185 85 56
118 40 92
52 110 14
12 85 12
117 95 84
42 134 37
73 123 15
93 142 29
20 100 74
176 120 56
100 167 68
98 53 90
163 154 19
183 118 97
188 177 56
182 43 71
188 42 97
58 164 97
101 35 14
169 116 12
189 140 54
81 13 18
181 41 85
117 106 71
139 83 56
50 119 48
76 26 83
129 29 71
68 148 26
191 145 18
17 137 89
195 8 41
31 54 70
139 120 96
72 195 72
166 192 19
190 2 93
52 188 95
144 119 4
107 169 56
80 169 9
16 71 31
142 143 77
165 137 83
88 56 3
135 5 60
68 161 86
4 166 21
168 82 64
70 173 90
148 102 65
104 45 2
47 196 18
167 137 56
27 116 81
137 144 24
138 59 34
79 111 16
136 91 73
155 85 63
97 125 100
100 53 73
10 169 8
196 190 55
108 24 5
107 51 77
132 157 62
156 6 64
161 107 20
160 76 64
32 186 27
191 57 39
83 133 66
87 98 13
19 183 71
134 120 29
192 4 1
185 169 22
98 43 7
170 96 90
103 66 13
116 171 78
125 144 19
41 48 56
79 175 14
95 14 69
27 72 24
192 25 60
191 195 94
165 30 91
196 168 13
70 25 60
42 124 75
82 28 53
127 185 4
126 133 12
64 96 42
115 6 14
197 62 35
109 46 90
38 22 15
104 170 23
163 96 16
150 51 2
9 33 65
118 96 53
188 141 78
132 108 38
96 115 97
66 119 60
1 188 17
65 122 4
91 44 20
64 167 43
41 31 65
11 182 41
165 88 45
141 98 97
4 59 42
179 163 56
96 8 92
181 116 59
81 26 80
13 85 81
168 108 25
37 13 60
105 187 57
77 176 56
20 80 53
54 97 30
55 80 94
126 9 80
2 76 79
127 23 39
121 74 8
137 92 65
172 115 90
97 47 4
112 171 99
183 100 85
17 3 74
4 5 48
10 108 44
95 71 40
17 162 67
155 14 91
97 45 79
48 45 63
51 32 4
73 10 72
132 3 55
128 153 95
27 47 47
137 17 12
28 121 57
123 27 82
185 198 52
65 87 36
38 148 86
124 172 59
175 142 82
47 124 100
53 41 87
131 151 50
6 195 41
119 46 46
190 35 83
187 5 31
190 176 22
41 54 75
91 62 63
104 88 64
116 34 48
195 20 93
116 135 100
84 140 54
47 150 8
12 180 75
39 118 66
139 72 97
24 155 6
32 171 27
79 160 95
95 128 35
190 86 21
131 3 44
50 98 44
71 198 44
149 74 69
9 20 98
155 23 45
134 174 65
147 52 57
32 166 33
67 25 67
75 142 53
190 141 78
127 87 50
51 109 62
29 189 29
124 95 54
173 127 22
196 181 48
120 123 7
144 193 8
87 23 56
197 72 28
25 178 27
5 64 96
155 20 97
169 196 73
122 149 37
3 176 16
54 31 52
6 89 8
164 6 75
157 43 28
101 37 91
125 36 33
10 116 15
95 5 62
181 112 33
32 86 23
135 180 8
191 103 89
95 81 57
134 7 86
53 182 52
74 103 50
5 168 45
66 147 43
81 8 92
191 154 54
35 178 78
99 176 6
156 173 3
90 85 46
11 178 28
62 168 53
118 4 48
3 44 75
147 161 70
55 90 87
187 117 59
31 157 91
143 167 65
131 155 23
182 51 97
179 196 46
189 190 77
85 75 100
147 84 8
137 181 95
188 25 66
50 192 55
74 176 16
56 39 38
58 119 4
79 4 79
93 180 55
120 65 28
150 93 54
26 183 68
164 125 22
118 87 59
151 90 77
69 106 56
68 75 100
48 169 50
176 126 22
30 181 84
176 10 76
114 73 75
194 154 41
131 80 91
146 76 99
43 137 49
88 162 42
171 53 20
85 5 17
4 93 95
156 135 30
145 114 37
147 25 20
120 23 44
163 118 72
110 47 10
122 114 18
150 64 9
114 94 26
182 20 63
147 78 31
191 146 17
135 193 30
49 105 72
65 198 67
69 47 68
186 119 70
147 16 92
49 181 67
8 44 59
129 81 8
190 45 62
198 2 59
150 80 74
87 26 46
83 74 38
55 184 98
102 162 71
97 193 5
52 105 73
86 24 97
103 95 98
46 118 46
131 28 35
21 116 68
194 120 2
167 124 93
56 190 58
22 134 89
19 37 47
79 95 48
59 34 37
192 179 32
3 174 12
7 65 10
99 20 47
193 153 10
136 184 48
40 145 19
1 148 83
142 23 28
178 22 73
64 173 60
133 48 14
108 62 7
110 140 42
12 145 65
129 96 6
150 77 18
119 48 39
5 185 91
100 139 8
35 53 4
133 68 77
188 84 96
92 26 54
67 198 50
18 160 46
135 97 52
158 151 78
126 48 89
46 59 95
174 158 33
3 79 17
136 191 64
171 133 96
25 134 39
140 40 65
72 98 20
78 3 95
198 90 13
77 140 39
165 3 1
23 182 59
35 42 3
134 12 98
5 90 59
152 30 11
86 72 100
1 55 53
73 7 47
117 37 94
182 126 84
144 95 63
35 37 9
170 177 31
45 185 99
19 4 88
145 164 18
173 25 79
62 104 2
176 131 58
144 107 9
148 11 70
100 168 25
38 131 55
140 77 81
83 196 3
111 176 15
136 144 86
29 114 44
51 70 30
79 147 62
183 64 54
52 152 93
36 96 40
92 167 19
147 49 69
104 189 25
12 144 31
104 175 90
68 142 88
185 197 86
59 184 64
156 136 31
58 180 69
34 168 9
178 90 31
113 118 44
49 168 49
12 158 50
11 115 40
46 132 10
17 184 98
129 187 96
115 89 14
11 194 40
192 155 27
93 55 51
194 193 51
128 144 22
34 98 71
135 82 12
5 181 65
22 67 20
165 127 39
49 191 46
146 144 59
191 49 18
23 172 97
46 90 26
197 154 97
124 24 29
197 112 100
136 4 38
20 161 7
58 86 16
9 94 60
151 4 78
19 88 54
101 149 66
21 160 72
112 32 50
155 105 90
140 108 36
30 150 21
27 59 46
15 130 2
17 68 20
34 53 18
63 56 38
58 82 18
192 149 87
2 53 97
30 14 96
135 58 18
74 60 87
159 4 70
77 107 79
31 38 49
136 148 59
67 71 51
48 128 63
8 2 9
147 178 37
151 129 86
97 160 4
158 59 73
162 190 76
7 82 5
148 105 57
162 65 81
58 132 81
126 9 95
143 180 34
64 187 13
62 14 30
38 122 35
128 120 41
57 124 28
150 36 72
186 23 26
80 1 11
38 125 40
74 57 95
171 170 97
174 198 76
35 130 50
53 36 95
112 136 12
64 6 59
63 83 46
196 90 40
178 63 21
41 123 32
76 165 70
146 97 94
115 145 39
193 74 14
138 37 90
134 187 6
2 115 62
25 191 76
38 46 53
79 187 55
121 159 80
32 82 14
34 46 4
3 81 10
159 161 43
1 113 49
128 100 75
5 23 60
181 98 16
17 187 88
56 185 24
188 114 6
183 192 52
98 142 57
185 10 73
4 157 29
154 194 23
127 139 40
15 121 6
101 153 39
57 163 90
54 33 100
96 78 17
41 148 38
172 140 3
25 154 22
18 32 13
118 159 96
96 173 25
63 59 52
95 158 13
131 176 71
136 158 76
16 107 24
48 141 85
126 184 58
113 44 29
92 148 61
62 92 60
49 173 98
41 196 92
113 46 75
2 10 79
109 146 28
144 28 77
21 30 58
41 189 52
148 131 18
43 59 34
111 180 81
151 125 60
95 104 19
150 37 3
175 88 52
59 66 19
34 4 77
82 79 75
112 88 88
91 151 82
4 154 94
105 92 93
28 17 31
5 142 7
37 132 55
54 150 1
164 74 22
84 30 92
18 4 21
120 80 15
195 115 11
90 24 14
164 28 91
151 190 17
58 115 8
146 21 44
22 183 21
77 61 69
134 196 57
172 65 84
178 78 8
39 193 42
65 189 7
63 183 77
183 181 10
42 102 63
111 10 33
106 146 20
150 55 6
23 53 93
189 48 93
102 97 79
86 82 27
176 14 89
133 142 39
65 59 18
127 120 29
23 27 40
16 125 3
169 36 61
133 145 44
117 197 2
96 26 58
90 183 20
118 42 8
160 97 31
118 165 78
151 67 81
87 132 30
22 63 90
112 50 51
2 104 90
126 155 83
149 123 69
124 193 54
74 2 93
83 109 34
130 13 21
22 155 29
155 141 81
13 40 85
75 82 83
73 176 17
46 15 41
163 169 25
192 188 83
41 86 84
171 8 90
99 163 98
97 8 82
86 77 83
169 146 67
166 102 80
166 60 83
13 102 37
189 87 74
41 137 22
81 189 90
149 46 64
114 123 45
9 193 83
23 133 48
188 126 58
142 162 81
96 72 15
36 128 5
163 18 98
80 100 85
175 21 91
16 50 84
131 63 7
134 84 84
183 136 91
89 117 69
149 134 69
3 82 24
105 144 83
186 196 22
111 139 1
41 125 25
73 37 36
44 36 32
25 75 77
188 28 58
188 114 61
50 19 50
66 51 42
169 88 75
169 162 24
21 30 100
56 41 71
107 166 55
28 23 26
121 145 92
173 189 68
3 86 35
180 68 53
76 153 20
62 37 58
190 196 84
67 38 76
102 116 37
19 43 82
130 69 33
96 115 75
26 121 52
191 36 92
114 143 94
52 65 86
5 161 62
154 81 29
6 7 9
161 111 22
7 48 71
149 171 85
160 96 10
182 127 28
31 194 30
59 170 10
31 51 18
156 25 81
179 134 43
46 102 12
136 119 31
64 12 39
2 93 24
58 145 77
109 196 25
11 145 29
88 58 29
5 181 54
153 89 78
55 118 98
149 41 96
103 85 30
104 47 28
164 190 23
58 122 66
146 188 91
100 177 89
36 81 40
135 131 14
135 76 78
80 175 46
4 196 38
9 137 5
143 146 76
147 111 23
19 70 26
27 44 50
128 144 24
198 75 2
104 77 28
68 104 40
115 1 24
197 175 37
195 21 67
171 152 56
98 42 28
163 69 8
1 56 67
110 191 75
68 131 35
115 95 73
48 129 48
40 173 41
178 25 65
75 134 86
94 75 69
106 152 11
10 180 96
123 25 27
87 31 97
185 39 50
121 81 52
79 188 27
82 36 15
168 90 96
39 23 49
116 117 37
155 194 26
195 136 30
71 170 81
130 129 22
113 38 49
7 186 7
30 145 29
8 11 60
65 117 27
66 139 76
72 54 58
113 190 2
51 191 1
144 184 95
30 118 47
45 188 91
131 100 89
190 81 18
65 172 84
125 48 58
41 19 85
64 126 5
156 116 63
45 5 91
88 133 67
105 163 67
73 81 77
29 124 39
185 184 13
171 109 89
78 24 90
187 25 98
16 20 31
100 69 6
169 30 68
120 93 11
150 102 24
165 29 74
27 47 64
169 46 12
73 150 32
161 10 12
39 24 4
107 190 53
165 140 63
163 27 94
142 78 34
173 114 87
127 45 57
11 109 64
